테이블명,컬럼명,한글명,설명,데이터타입,컬럼타입,NULL허용,키워드,카테고리,중요도,search_text
detail_treatment,user_id,사용자 ID,유저 아이디,bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"detail_treatment user_id 사용자 id 유저 아이디 아이디, user_id, 식별자, id, user"
detail_treatment,res_treat_start_date,res_treat_start_날짜,detail_treatment 시작 일시,char,char(8),예,"res_treat_start_date, res, start, 일자, 날짜, treat, date",📅 날짜,보통,"detail_treatment res_treat_start_date res_treat_start_날짜 detail_treatment 시작 일시 res_treat_start_date, res, start, 일자, 날짜, treat, date"
detail_treatment,res_hospital_name,res_hospital_이름,res_hospital_이름 명칭,varchar,varchar(90),예,"hospital, 명칭, res, 이름, res_hospital_name, name",📝 명칭,높음,"detail_treatment res_hospital_name res_hospital_이름 res_hospital_이름 명칭 hospital, 명칭, res, 이름, res_hospital_name, name"
detail_treatment,res_treat_type,res_treat_타입,진료형태,varchar,varchar(200),아니오,"type, 종류, res, 유형, res_treat_type, 타입, treat",📋 일반,보통,"detail_treatment res_treat_type res_treat_타입 진료형태 type, 종류, res, 유형, res_treat_type, 타입, treat"
detail_treatment,res_code_name,res_code_이름,코드명,varchar,varchar(500),아니오,"명칭, code, res, 번호, 이름, res_code_name, 코드, name",📝 명칭,높음,"detail_treatment res_code_name res_code_이름 코드명 명칭, code, res, 번호, 이름, res_code_name, 코드, name"
detail_treatment,res_one_dose,res_one_dose,1회 투약량,varchar,varchar(200),아니오,"res, dose, res_one_dose, one",📋 일반,보통,"detail_treatment res_one_dose res_one_dose 1회 투약량 res, dose, res_one_dose, one"
detail_treatment,res_daily_doses_number,res_daily_doses_번호,1회 투여횟수,varchar,varchar(200),아니오,"res_daily_doses_number, number, doses, res, daily",🔢 코드,보통,"detail_treatment res_daily_doses_number res_daily_doses_번호 1회 투여횟수 res_daily_doses_number, number, doses, res, daily"
detail_treatment,res_total_dosing_days,res_total_dosing_days,총 투약일수,varchar,varchar(200),아니오,"res, total, dosing, res_total_dosing_days, days",📋 일반,보통,"detail_treatment res_total_dosing_days res_total_dosing_days 총 투약일수 res, total, dosing, res_total_dosing_days, days"
detail_treatment,modified_by,수정자,수정한 사용자,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"detail_treatment modified_by 수정자 수정한 사용자 modified, by, modified_by"
detail_treatment,modified_at,수정일시,수정한 일자,datetime,datetime(6),예,"at, modified_at, modified",⚙️ 시스템,낮음,"detail_treatment modified_at 수정일시 수정한 일자 at, modified_at, modified"
detail_treatment,created_by,생성자,최초 생성 사용자,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"detail_treatment created_by 생성자 최초 생성 사용자 created, created_by, by"
detail_treatment,created_at,생성일시,최초 생성 일자,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"detail_treatment created_at 생성일시 최초 생성 일자 created, at, created_at"
detail_treatment,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"detail_treatment deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
family,family_id,family_ID,family 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20),아니오,"아이디, family, family_id, 식별자, id",🔑 식별자,높음,"family family_id family_id family 테이블의 고유 식별자 (primary key) 아이디, family, family_id, 식별자, id"
family,subscriber_user_id,subscriber_user_ID,자료를 제공받는 유저 ID,bigint,bigint(20),아니오,"아이디, subscriber_user_id, subscriber, 식별자, id, user",🔑 식별자,높음,"family subscriber_user_id subscriber_user_id 자료를 제공받는 유저 id 아이디, subscriber_user_id, subscriber, 식별자, id, user"
family,subscriber_user_name,subscriber_user_이름,자료를 제공받는 유저 이름,varchar,varchar(50),아니오,"명칭, subscriber_user_name, 이름, subscriber, name, user",📝 명칭,높음,"family subscriber_user_name subscriber_user_이름 자료를 제공받는 유저 이름 명칭, subscriber_user_name, 이름, subscriber, name, user"
family,subscriber_phone_number,subscriber_전화번호_number,자료를 제공받는 유저 휴대폰번호,varchar,varchar(50),아니오,"number, subscriber_phone_number, phone, subscriber",🔢 코드,보통,"family subscriber_phone_number subscriber_전화번호_number 자료를 제공받는 유저 휴대폰번호 number, subscriber_phone_number, phone, subscriber"
family,owner_user_id,owner_user_ID,자료를 제공하는 유저 ID,bigint,bigint(20),아니오,"아이디, 식별자, owner_user_id, owner, id, user",🔑 식별자,높음,"family owner_user_id owner_user_id 자료를 제공하는 유저 id 아이디, 식별자, owner_user_id, owner, id, user"
family,owner_user_name,owner_user_이름,자료를 제공하는 유저 이름,varchar,varchar(50),아니오,"owner_user_name, 명칭, 이름, owner, name, user",📝 명칭,높음,"family owner_user_name owner_user_이름 자료를 제공하는 유저 이름 owner_user_name, 명칭, 이름, owner, name, user"
family,owner_phone_number,owner_전화번호_number,자료를 제공하는 유저 휴대폰번호,varchar,varchar(50),아니오,"number, owner, phone, owner_phone_number",🔢 코드,보통,"family owner_phone_number owner_전화번호_number 자료를 제공하는 유저 휴대폰번호 number, owner, phone, owner_phone_number"
family,is_dependent,is_dependent,피부양자 여부,bit,bit(1),아니오,"dependent, is_dependent, is",📋 일반,보통,"family is_dependent is_dependent 피부양자 여부 dependent, is_dependent, is"
family,is_show_display_hospital_name,is_show_display_hospital_이름,제공자(owner_user_id)가 병원 이름을 보여주는지 여부,bit,bit(1),아니오,"hospital, display, 명칭, is, 이름, is_show_display_hospital_name, show, name",📝 명칭,높음,"family is_show_display_hospital_name is_show_display_hospital_이름 제공자(owner_user_id)가 병원 이름을 보여주는지 여부 hospital, display, 명칭, is, 이름, is_show_display_hospital_name, show, name"
family,is_show_display_hospital_expenses,is_show_display_hospital_expenses,제공자(owner_user_id)가 병원 목록을 보여주는지  여부,bit,bit(1),아니오,"hospital, display, is, is_show_display_hospital_expenses, show, expenses",📋 일반,보통,"family is_show_display_hospital_expenses is_show_display_hospital_expenses 제공자(owner_user_id)가 병원 목록을 보여주는지  여부 hospital, display, is, is_show_display_hospital_expenses, show, expenses"
family,is_request_show_hospital_name,is_request_show_hospital_이름,병원이름 공개 요청 여부,bit,bit(1),아니오,"hospital, 명칭, is, 이름, is_request_show_hospital_name, show, request, name",📝 명칭,높음,"family is_request_show_hospital_name is_request_show_hospital_이름 병원이름 공개 요청 여부 hospital, 명칭, is, 이름, is_request_show_hospital_name, show, request, name"
family,is_request_hospital_expenses,is_request_hospital_expenses,병원비 공개 요청 여부,bit,bit(1),아니오,"hospital, is, is_request_hospital_expenses, request, expenses",📋 일반,보통,"family is_request_hospital_expenses is_request_hospital_expenses 병원비 공개 요청 여부 hospital, is, is_request_hospital_expenses, request, expenses"
family,modified_by,수정자,수정한 사용자,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"family modified_by 수정자 수정한 사용자 modified, by, modified_by"
family,modified_at,수정일시,수정한 일자,datetime,datetime(6),예,"at, modified_at, modified",⚙️ 시스템,낮음,"family modified_at 수정일시 수정한 일자 at, modified_at, modified"
family,created_by,생성자,최초 생성 사용자,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"family created_by 생성자 최초 생성 사용자 created, created_by, by"
family,created_at,생성일시,최초 생성 일자,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"family created_at 생성일시 최초 생성 일자 created, at, created_at"
family,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"family deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
family_cert_code,cert_id,cert_ID,cert_ID 고유 식별자,bigint,bigint(20),아니오,"아이디, cert_id, cert, 식별자, id",🔑 식별자,높음,"family_cert_code cert_id cert_id cert_id 고유 식별자 아이디, cert_id, cert, 식별자, id"
family_cert_code,cert_number,cert_번호,인증 번호,int,int(11),아니오,"number, cert, cert_number",🔢 코드,보통,"family_cert_code cert_number cert_번호 인증 번호 number, cert, cert_number"
family_cert_code,my_user_id,my_user_ID,나의 user_id,bigint,bigint(20),아니오,"아이디, my_user_id, my, 식별자, id, user",🔑 식별자,높음,"family_cert_code my_user_id my_user_id 나의 user_id 아이디, my_user_id, my, 식별자, id, user"
family_cert_code,my_user_name,my_user_이름,나의 name,varchar,varchar(50),아니오,"명칭, my_user_name, 이름, my, name, user",📝 명칭,높음,"family_cert_code my_user_name my_user_이름 나의 name 명칭, my_user_name, 이름, my, name, user"
family_cert_code,target_user_id,target_user_ID,상대방 user_id,bigint,bigint(20),예,"아이디, target, target_user_id, 식별자, id, user",🔑 식별자,높음,"family_cert_code target_user_id target_user_id 상대방 user_id 아이디, target, target_user_id, 식별자, id, user"
family_cert_code,cert_time_out,cert_시간_out,인증 번호 만료 시간,datetime,datetime(6),예,"out, cert_time_out, 시간, cert, 일시, time",📅 날짜,보통,"family_cert_code cert_time_out cert_시간_out 인증 번호 만료 시간 out, cert_time_out, 시간, cert, 일시, time"
family_cert_code,cert_result,cert_result,인증 결과,bit,bit(1),예,"cert, result, cert_result",📋 일반,보통,"family_cert_code cert_result cert_result 인증 결과 cert, result, cert_result"
flat_rate_contract,flat_rate_contract_id,flat_rate_contract_ID,flat_rate_contract 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, contract, flat_rate_contract_id, flat, rate, 식별자, id",🔑 식별자,높음,"flat_rate_contract flat_rate_contract_id flat_rate_contract_id flat_rate_contract 테이블의 고유 식별자 (primary key) 아이디, contract, flat_rate_contract_id, flat, rate, 식별자, id"
flat_rate_contract,comm_end_date,comm_end_날짜,flat_rate_contract 종료 일시,varchar,varchar(255),아니오,"일자, 날짜, comm, comm_end_date, date, end",📅 날짜,보통,"flat_rate_contract comm_end_date comm_end_날짜 flat_rate_contract 종료 일시 일자, 날짜, comm, comm_end_date, date, end"
flat_rate_contract,comm_start_date,comm_start_날짜,flat_rate_contract 시작 일시,varchar,varchar(255),아니오,"start, 일자, 날짜, comm, comm_start_date, date",📅 날짜,보통,"flat_rate_contract comm_start_date comm_start_날짜 flat_rate_contract 시작 일시 start, 일자, 날짜, comm, comm_start_date, date"
flat_rate_contract,res_company_nm,res_company_nm,res_company_nm 명칭,varchar,varchar(255),아니오,"res, company, res_company_nm, nm",📋 일반,보통,"flat_rate_contract res_company_nm res_company_nm res_company_nm 명칭 res, company, res_company_nm, nm"
flat_rate_contract,res_company_nm_code,res_company_nm_코드,flat_rate_contract의 코드 값,varchar,varchar(100),예,"code, res, nm, res_company_nm_code, company, 번호, 코드",🔢 코드,보통,"flat_rate_contract res_company_nm_code res_company_nm_코드 flat_rate_contract의 코드 값 code, res, nm, res_company_nm_code, company, 번호, 코드"
flat_rate_contract,res_contract_status,res_contract_상태,"res_contract_상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(255),아니오,"상황, res, status, res_contract_status, 상태, contract",📊 상태,보통,"flat_rate_contract res_contract_status res_contract_상태 res_contract_상태 (char 타입, yyyymmdd 형식 - to_date() 필요) 상황, res, status, res_contract_status, 상태, contract"
flat_rate_contract,res_contractor,res_contractor,res_contractor 컬럼,varchar,varchar(255),아니오,"res, res_contractor, contractor",📋 일반,보통,"flat_rate_contract res_contractor res_contractor res_contractor 컬럼 res, res_contractor, contractor"
flat_rate_contract,res_home_page,res_home_page,res_home_page 컬럼,varchar,varchar(100),예,"res, res_home_page, home, page",📋 일반,보통,"flat_rate_contract res_home_page res_home_page res_home_page 컬럼 res, res_home_page, home, page"
flat_rate_contract,res_insurance_name,res_insurance_이름,res_insurance_이름 명칭,varchar,varchar(255),아니오,"명칭, insurance, res, 이름, res_insurance_name, name",📝 명칭,높음,"flat_rate_contract res_insurance_name res_insurance_이름 res_insurance_이름 명칭 명칭, insurance, res, 이름, res_insurance_name, name"
flat_rate_contract,res_number,res_번호,res_번호,varchar,varchar(255),아니오,"number, res, res_number",🔢 코드,보통,"flat_rate_contract res_number res_번호 res_번호 number, res, res_number"
flat_rate_contract,res_payment_cycle,res_payment_cycle,res_payment_cycle 컬럼,varchar,varchar(255),아니오,"res_payment_cycle, res, cycle, payment",📋 일반,보통,"flat_rate_contract res_payment_cycle res_payment_cycle res_payment_cycle 컬럼 res_payment_cycle, res, cycle, payment"
flat_rate_contract,res_payment_period,res_payment_period,res_payment_period 컬럼,varchar,varchar(255),아니오,"res, res_payment_period, payment, period",📋 일반,보통,"flat_rate_contract res_payment_period res_payment_period res_payment_period 컬럼 res, res_payment_period, payment, period"
flat_rate_contract,res_phone_no,res_전화번호_no,res_전화번호_no,varchar,varchar(100),예,"res, res_phone_no, no, phone",📋 일반,보통,"flat_rate_contract res_phone_no res_전화번호_no res_전화번호_no res, res_phone_no, no, phone"
flat_rate_contract,res_policy_number,res_policy_번호,res_policy_번호,varchar,varchar(255),아니오,"number, res_policy_number, res, policy",🔢 코드,보통,"flat_rate_contract res_policy_number res_policy_번호 res_policy_번호 number, res_policy_number, res, policy"
flat_rate_contract,res_policy_number_hid,res_policy_number_hID,res_policy_number_hID,varchar,varchar(255),아니오,"res_policy_number_hid, 아이디, number, res, policy, 식별자, hid",🔢 코드,보통,"flat_rate_contract res_policy_number_hid res_policy_number_hid res_policy_number_hid res_policy_number_hid, 아이디, number, res, policy, 식별자, hid"
flat_rate_contract,res_premium,res_premium,res_premium 컬럼,varchar,varchar(100),예,"res, premium, res_premium",📋 일반,보통,"flat_rate_contract res_premium res_premium res_premium 컬럼 res, premium, res_premium"
flat_rate_contract,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"flat_rate_contract user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
flat_rate_coverage,flat_rate_coverage_id,flat_rate_coverage_ID,flat_rate_coverage 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, coverage, flat, rate, flat_rate_coverage_id, 식별자, id",🔑 식별자,높음,"flat_rate_coverage flat_rate_coverage_id flat_rate_coverage_id flat_rate_coverage 테이블의 고유 식별자 (primary key) 아이디, coverage, flat, rate, flat_rate_coverage_id, 식별자, id"
flat_rate_coverage,res_agreement_type,res_agreement_타입,res_agreement_타입 유형/타입,varchar,varchar(255),아니오,"type, res_agreement_type, 종류, res, 유형, 타입, agreement",📋 일반,보통,"flat_rate_coverage res_agreement_type res_agreement_타입 res_agreement_타입 유형/타입 type, res_agreement_type, 종류, res, 유형, 타입, agreement"
flat_rate_coverage,res_coverage_amount,res_coverage_금액,res_coverage_금액,varchar,varchar(255),아니오,"coverage, res, 비용, 요금, res_coverage_amount, 금액, amount",💰 금액,높음,"flat_rate_coverage res_coverage_amount res_coverage_금액 res_coverage_금액 coverage, res, 비용, 요금, res_coverage_amount, 금액, amount"
flat_rate_coverage,res_coverage_code,res_coverage_코드,flat_rate_coverage의 코드 값,varchar,varchar(100),예,"coverage, code, res, res_coverage_code, 번호, 코드",🔢 코드,보통,"flat_rate_coverage res_coverage_code res_coverage_코드 flat_rate_coverage의 코드 값 coverage, code, res, res_coverage_code, 번호, 코드"
flat_rate_coverage,res_coverage_name,res_coverage_이름,res_coverage_이름 명칭,varchar,varchar(255),아니오,"res_coverage_name, 명칭, coverage, res, 이름, name",📝 명칭,높음,"flat_rate_coverage res_coverage_name res_coverage_이름 res_coverage_이름 명칭 res_coverage_name, 명칭, coverage, res, 이름, name"
flat_rate_coverage,res_coverage_status,res_coverage_상태,"res_coverage_상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(255),아니오,"coverage, 상황, res, status, res_coverage_status, 상태",📊 상태,보통,"flat_rate_coverage res_coverage_status res_coverage_상태 res_coverage_상태 (char 타입, yyyymmdd 형식 - to_date() 필요) coverage, 상황, res, status, res_coverage_status, 상태"
flat_rate_coverage,res_insured_person,res_insured_person,res_insured_person 컬럼,varchar,varchar(255),아니오,"res, res_insured_person, person, insured",📋 일반,보통,"flat_rate_coverage res_insured_person res_insured_person res_insured_person 컬럼 res, res_insured_person, person, insured"
flat_rate_coverage,res_number,res_번호,res_번호,varchar,varchar(255),아니오,"number, res, res_number",🔢 코드,보통,"flat_rate_coverage res_number res_번호 res_번호 number, res, res_number"
flat_rate_coverage,flat_rate_contract_id,flat_rate_contract_ID,flat_rate_contract_ID 고유 식별자,bigint,bigint(20) unsigned,아니오,"아이디, contract, flat_rate_contract_id, flat, rate, 식별자, id",🔑 식별자,높음,"flat_rate_coverage flat_rate_contract_id flat_rate_contract_id flat_rate_contract_id 고유 식별자 아이디, contract, flat_rate_contract_id, flat, rate, 식별자, id"
friend_invite,id,ID,ID 고유 식별자,bigint,bigint(20) unsigned,아니오,"아이디, 식별자, id",🔑 식별자,높음,"friend_invite id id id 고유 식별자 아이디, 식별자, id"
friend_invite,inviter_user_id,inviter_user_ID,초대한 회원 ID,bigint,bigint(20) unsigned,아니오,"아이디, inviter, inviter_user_id, 식별자, id, user",🔑 식별자,높음,"friend_invite inviter_user_id inviter_user_id 초대한 회원 id 아이디, inviter, inviter_user_id, 식별자, id, user"
friend_invite,invite_code,invite_코드,초대코드,varchar,varchar(10),아니오,"code, 번호, invite_code, 코드, invite",🔢 코드,보통,"friend_invite invite_code invite_코드 초대코드 code, 번호, invite_code, 코드, invite"
friend_invite,created_at,생성일시,생성일,datetime,datetime,예,"created, at, created_at",⚙️ 시스템,낮음,"friend_invite created_at 생성일시 생성일 created, at, created_at"
friend_invite_detail,id,ID,ID 고유 식별자,bigint,bigint(20) unsigned,아니오,"아이디, 식별자, id",🔑 식별자,높음,"friend_invite_detail id id id 고유 식별자 아이디, 식별자, id"
friend_invite_detail,friend_invite_id,friend_invite_ID,친구초대 ID,bigint,bigint(20) unsigned,아니오,"아이디, friend_invite_id, 식별자, friend, invite, id",🔑 식별자,높음,"friend_invite_detail friend_invite_id friend_invite_id 친구초대 id 아이디, friend_invite_id, 식별자, friend, invite, id"
friend_invite_detail,invited_user_id,invited_user_ID,초대된 회원 ID,bigint,bigint(20) unsigned,아니오,"아이디, invited, invited_user_id, 식별자, id, user",🔑 식별자,높음,"friend_invite_detail invited_user_id invited_user_id 초대된 회원 id 아이디, invited, invited_user_id, 식별자, id, user"
friend_invite_detail,invited_user_phone_number,invited_user_전화번호_number,초대된 회원 연락처,varchar,varchar(20),아니오,"number, invited, phone, invited_user_phone_number, user",🔢 코드,보통,"friend_invite_detail invited_user_phone_number invited_user_전화번호_number 초대된 회원 연락처 number, invited, phone, invited_user_phone_number, user"
friend_invite_detail,created_at,생성일시,생성일,datetime,datetime,예,"created, at, created_at",⚙️ 시스템,낮음,"friend_invite_detail created_at 생성일시 생성일 created, at, created_at"
friend_invite_detail,is_event_point_rewarded_to_inviter_user,is_event_point_rewarded_to_inviter_user,초대한 친구에게 이벤트 포인트가 지급되었는지 여부,bit,bit(1),예,"inviter, is, point, event, to, is_event_point_rewarded_to_inviter_user, rewarded, user",📋 일반,보통,"friend_invite_detail is_event_point_rewarded_to_inviter_user is_event_point_rewarded_to_inviter_user 초대한 친구에게 이벤트 포인트가 지급되었는지 여부 inviter, is, point, event, to, is_event_point_rewarded_to_inviter_user, rewarded, user"
green_payment,payment_id,payment_ID,payment_ID 고유 식별자,bigint,bigint(20) unsigned,아니오,"아이디, payment, payment_id, 식별자, id",🔑 식별자,높음,"green_payment payment_id payment_id payment_id 고유 식별자 아이디, payment, payment_id, 식별자, id"
green_payment,user_id,사용자 ID,유저아이디,bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"green_payment user_id 사용자 id 유저아이디 아이디, user_id, 식별자, id, user"
green_payment,insurance_claim_proxy_id,insurance_claim_proxy_ID,대행 아이디,bigint,bigint(20) unsigned,아니오,"아이디, insurance, proxy, claim, insurance_claim_proxy_id, 식별자, id",🔑 식별자,높음,"green_payment insurance_claim_proxy_id insurance_claim_proxy_id 대행 아이디 아이디, insurance, proxy, claim, insurance_claim_proxy_id, 식별자, id"
green_payment,payment_method_type,payment_method_타입,결제 타입,varchar,varchar(20),아니오,"type, 종류, payment_method_type, 유형, payment, 타입, method",📋 일반,보통,"green_payment payment_method_type payment_method_타입 결제 타입 type, 종류, payment_method_type, 유형, payment, 타입, method"
green_payment,merchant_id,merchant_ID,주문번호,varchar,varchar(50),아니오,"아이디, merchant_id, 식별자, id, merchant",🔑 식별자,높음,"green_payment merchant_id merchant_id 주문번호 아이디, merchant_id, 식별자, id, merchant"
green_payment,pg_payment_id,pg_payment_ID,PG사 결제 아이디,varchar,varchar(50),예,"아이디, pg, payment, 식별자, pg_payment_id, id",🔑 식별자,높음,"green_payment pg_payment_id pg_payment_id pg사 결제 아이디 아이디, pg, payment, 식별자, pg_payment_id, id"
green_payment,pg_payment_token,pg_payment_token,PG사 결제 토큰 (토스의 경우 결제 실행을 위한 Key 값),varchar,varchar(50),예,"pg_payment_token, token, payment, pg",📋 일반,보통,"green_payment pg_payment_token pg_payment_token pg사 결제 토큰 (토스의 경우 결제 실행을 위한 key 값) pg_payment_token, token, payment, pg"
green_payment,vbank_code,vbank_코드,가상계좌 은행 표준코드,varchar,varchar(50),예,"code, vbank_code, vbank, 번호, 코드",🔢 코드,보통,"green_payment vbank_code vbank_코드 가상계좌 은행 표준코드 code, vbank_code, vbank, 번호, 코드"
green_payment,vbank_name,vbank_이름,입금받을 가상계좌 은행명,varchar,varchar(50),예,"명칭, 이름, vbank, vbank_name, name",📝 명칭,높음,"green_payment vbank_name vbank_이름 입금받을 가상계좌 은행명 명칭, 이름, vbank, vbank_name, name"
green_payment,vbank_num,vbank_num,입금받을 가상계좌 계좌번호,varchar,varchar(50),예,"num, vbank_num, vbank",📋 일반,보통,"green_payment vbank_num vbank_num 입금받을 가상계좌 계좌번호 num, vbank_num, vbank"
green_payment,vbank_holder,vbank_holder,입금받을 가상계좌 예금주,varchar,varchar(50),예,"holder, vbank, vbank_holder",📋 일반,보통,"green_payment vbank_holder vbank_holder 입금받을 가상계좌 예금주 holder, vbank, vbank_holder"
green_payment,vbank_date,vbank_날짜,입금받을 가상계좌 마감기한 UNIX timestamp,datetime,datetime(6),예,"date, 일자, vbank, 날짜, vbank_date",📅 날짜,보통,"green_payment vbank_date vbank_날짜 입금받을 가상계좌 마감기한 unix timestamp date, 일자, vbank, 날짜, vbank_date"
green_payment,vbank_issued_at,vbank_issued_at,가상계좌 발급 시간,datetime,datetime(6),예,"issued, at, vbank_issued_at, vbank",📋 일반,보통,"green_payment vbank_issued_at vbank_issued_at 가상계좌 발급 시간 issued, at, vbank_issued_at, vbank"
green_payment,amount,금액,결제 금액,decimal,"decimal(19,0)",아니오,"amount, 비용, 요금, 금액",💰 금액,높음,"green_payment amount 금액 결제 금액 amount, 비용, 요금, 금액"
green_payment,point_amount,point_금액,포인트 결제 금액,int,int(11),예,"비용, 요금, point, point_amount, 금액, amount",💰 금액,높음,"green_payment point_amount point_금액 포인트 결제 금액 비용, 요금, point, point_amount, 금액, amount"
green_payment,rewarded_points,rewarded_points,적립 포인트,int,int(10) unsigned,예,"rewarded, rewarded_points, points",📋 일반,보통,"green_payment rewarded_points rewarded_points 적립 포인트 rewarded, rewarded_points, points"
green_payment,status,상태,결제 상태,varchar,varchar(20),아니오,"상태, 상황, status",📊 상태,보통,"green_payment status 상태 결제 상태 상태, 상황, status"
green_payment,created_at,생성일시,생성 시간,datetime,datetime,아니오,"created, at, created_at",⚙️ 시스템,낮음,"green_payment created_at 생성일시 생성 시간 created, at, created_at"
green_payment,modified_at,수정일시,수정 시간,datetime,datetime,아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"green_payment modified_at 수정일시 수정 시간 at, modified_at, modified"
green_payment,bank_name,bank_이름,실시간 계좌이체 은행명,varchar,varchar(50),예,"명칭, bank_name, 이름, name, bank",📝 명칭,높음,"green_payment bank_name bank_이름 실시간 계좌이체 은행명 명칭, bank_name, 이름, name, bank"
green_payment,deleted,삭제 여부,삭제여부,bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,green_payment deleted 삭제 여부 삭제여부 deleted
green_payment,service_type,service_타입,service_타입 유형/타입,varchar,varchar(200),아니오,"type, service_type, 종류, 유형, 타입, service",📋 일반,보통,"green_payment service_type service_타입 service_타입 유형/타입 type, service_type, 종류, 유형, 타입, service"
green_payment,is_renewal_proxy,is_renewal_proxy,신규대행여부,tinyint,tinyint(1),예,"proxy, is_renewal_proxy, renewal, is",📋 일반,보통,"green_payment is_renewal_proxy is_renewal_proxy 신규대행여부 proxy, is_renewal_proxy, renewal, is"
hidden_benefit,hidden_benefit_id,hIDden_benefit_ID,hidden_benefit 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, hidden, benefit, 식별자, hidden_benefit_id, id",🔑 식별자,높음,"hidden_benefit hidden_benefit_id hidden_benefit_id hidden_benefit 테이블의 고유 식별자 (primary key) 아이디, hidden, benefit, 식별자, hidden_benefit_id, id"
hidden_benefit,benefit_cost,benefit_cost,benefit_cost 컬럼,bigint,bigint(20),아니오,"benefit, cost, benefit_cost",💰 금액,보통,"hidden_benefit benefit_cost benefit_cost benefit_cost 컬럼 benefit, cost, benefit_cost"
hidden_benefit,check_year,check_year,check_year 컬럼,varchar,varchar(255),아니오,"check_year, check, year",📋 일반,보통,"hidden_benefit check_year check_year check_year 컬럼 check_year, check, year"
hidden_benefit,company_identity_no,company_IDentity_no,company_IDentity_no,varchar,varchar(255),아니오,"아이디, no, company, company_identity_no, 식별자, identity",📋 일반,보통,"hidden_benefit company_identity_no company_identity_no company_identity_no 아이디, no, company, company_identity_no, 식별자, identity"
hidden_benefit,company_name,company_이름,company_이름 명칭,varchar,varchar(255),예,"명칭, company_name, 이름, company, name",📝 명칭,높음,"hidden_benefit company_name company_이름 company_이름 명칭 명칭, company_name, 이름, company, name"
hidden_benefit,company_type,company_타입,company_타입 유형/타입,varchar,varchar(255),아니오,"type, 종류, 유형, 타입, company, company_type",📋 일반,보통,"hidden_benefit company_type company_타입 company_타입 유형/타입 type, 종류, 유형, 타입, company, company_type"
hidden_benefit,family_name,family_이름,family_이름 명칭,varchar,varchar(255),아니오,"명칭, family, family_name, 이름, name",📝 명칭,높음,"hidden_benefit family_name family_이름 family_이름 명칭 명칭, family, family_name, 이름, name"
hidden_benefit,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"hidden_benefit user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
hidden_benefit,visit_date,visit_날짜,hidden_benefit 관련 일시 정보,date,date,아니오,"visit, 일자, visit_date, 날짜, date",📅 날짜,보통,"hidden_benefit visit_date visit_날짜 hidden_benefit 관련 일시 정보 visit, 일자, visit_date, 날짜, date"
hidden_benefit,created_at,생성일시,hidden_benefit 생성 일시,datetime,datetime,아니오,"created, at, created_at",⚙️ 시스템,낮음,"hidden_benefit created_at 생성일시 hidden_benefit 생성 일시 created, at, created_at"
hidden_benefit,modified_at,수정일시,hidden_benefit 수정 일시,datetime,datetime,아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"hidden_benefit modified_at 수정일시 hidden_benefit 수정 일시 at, modified_at, modified"
