drug_name,ingredients,usage_count
레바피큐정(레바미피드)_(0.1g/1정),rebamipide,5101
동화오플록사신정_(0.1g/1정),ofloxacin,5098
나푸디정(라푸티딘)_(10mg/1정),lafutidine,5097
라미원액(알긴산나트륨)_(1g/20mL),sodium alginate,5096
지펜정300밀리그람(덱시부프로펜)_(0.3g/1정),dexibuprofen,5095
히티손정(히드로코르티손)_(10mg/1정),hydrocortisone,5095
록신마이신정(록시트로마이신)(수출명:Roxin)_(0.15g/1정),roxithromycin,5095
알러나잘스프레이(모메타손푸로에이트)_(7mg/140회),mometasone furoate,5095
한시움정20mg(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),5094
오노펜정(록소프로펜나트륨수화물)_(68.1mg/1정),loxoprofen sodium hydrate (as loxoprofen sodium),5092
로멕스겔(메트로니다졸)_(37.5mg/5g),metronidazole,5090
쎄로켈정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),quetiapine fumarate (as quetiapine),5089
암로텔미정40/5밀리그램_(1정),amlodipine besylate (as amlodipine),5088
스타린정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),artemisiae argyi folium 95% ethanol ext.(20→1),5087
네비레트엠정2.5밀리그램(네비보롤염산염)_(2.725mg/1정),nebivolol,5079
유로레보정250mg(레보플록사신수화물)_(0.25615g/1정),levofloxacin hydrate,5075
오르필서방정150밀리그램(발프로산나트륨)_(0.15g/1정),sodium valproate,5074
모네카정10mg(몬테루카스트나트륨)_(10.4mg/1정),montelukast sodium (as montelukast),5072
일양하이트린정2밀리그람(테라조신염산염수화물)_(2.374mg/1정),terazosin hydrochloride (as terazosin),5068
프레디원로션0.25%(프레드니카르베이트)_(50mg/20g),prednicarbate,5067
일성독시움정(도베실산칼슘수화물)_(0.25g/1정),dobesilate calcium,5067
비엠파모티딘정20밀리그램(파모티딘)_(20mg/1정),famotidine,5058
엔페라캡슐(포도엽엑스)_(0.18g/1캡슐),vitis vinifera leaf ext.,5056
헤모트레이트비1호_(10L),calcium chloride,5055
제일에피네프린주사액_(1mg/1mL),epinephrine hydrochloride (as epinephrine),5051
보령세파클러캡슐(세파클러수화물)_(0.25g/1캡슐),cefaclor hydrate,5051
로사딘서방캡슐75밀리그램(록사티딘아세테이트염산염서방성과립제45.45%)_(75mg/1캡슐),roxatidine acetate hydrochloride,5050
에소라졸정20mg(에스오메프라졸마그네슘삼수화물)_(22.25mg/1정),esomeprazole magnesium (as esomeprazol),5050
삼성시플로프록사신정(시프로플록사신염산염수화물)_(0.291g/1정),ciprofloxacin hydrochloride (as ciprofloxacin),5041
"휴미라펜주40mg/0.4mL(아달리무맙,유전자재조합)_(40mg/0.4mL)",adalimumab,5039
디워렌정_(1정),acetaminophen,5032
가스프리드정(모사프리드시트르산염수화물)_(5.29mg/1정),mosapride citrate hydrate (as mosapride),5031
티아본정(티아넵틴나트륨)_(12.5mg/1정),sodium tianeptine,5026
아토브젯정10/10밀리그램_(1정),atorvastatin calcium(as atorvastatin),5026
씨프록탄정500mg(시프로플록사신염산염수화물)_(0.582g/1정),ciprofloxacin hydrochloride (as ciprofloxacin),5023
네프로정(아세트산칼슘)_(0.71g/1정),calcium acetate,5022
모메원점비액(모메타손푸로에이트)_(7mg/140회),mometasone furoate,5017
타베스틴정10밀리그램(베포타스틴베실산염)_(10mg/1정),bepotastine besilate,5014
에소메졸플러스정20/350밀리그램_(1정),esomeprazole magnesium (as esomeprazole),5013
비씨메토카르바몰정(수출명:KEMETO Tablet)_(0.75g/1정),methocarbamol,5012
세파크로캡슐250mg(세파클러수화물)_(0.25g/1캡슐),cefaclor hydrate,5012
"구주인산코데인정_(코데인인산염수화물, 20mg/1정)",codeine phosphate,5010
아목살린정625밀리그램_(1정),amoxicillin,5008
히아렌프리점안액(히알루론산나트륨)(1회용)_(0.5mg/0.5mL),sodium hyaluronate,5008
크로우정5mg(로수바스타틴칼슘)_(5.2mg/1정),rosuvastatin calcium (as rosuvastatin),5007
텔비트정100밀리그람(오플록사신)_(0.1g/1정),ofloxacin,5006
징코에프정40mg(은행엽건조엑스)_(40mg/1정),ginkgo biloba leaf ext.,5005
시탈로정5밀리그램(에스시탈로프람옥살산염)_(6.39mg/1정),escitalopram oxalate (as escitalopram),5002
빌다메트정50/850밀리그램_(1정),metformin hydrochloride,5001
미카테르정40mg(텔미사르탄)_(40mg/1정),telmisartan,5000
케라신주(케토롤락트로메타민)_(30mg/1mL),ketorolac tromethamine,4996
"라베모어정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)_(1정)",rabeprazole sodium,4995
모메씨티나잘스프레이액(모메타손푸로에이트)_(7mg/140회),mometasone furoate,4994
디쿠스점안액(디쿠아포솔나트륨)(1회용)_(12mg/0.4mL),diquafosol sodium,4988
로수바미브정10/20밀리그램_(1정),ezetimibe,4988
큐알론점안액(히알루론산나트륨)(1회용)_(0.45mg/0.45mL),sodium hyaluronate,4987
파리에트정5밀리그램(라베프라졸나트륨)_(5mg/1정),rabeprazole sodium,4986
플루코정150밀리그램(플루코나졸)_(0.15g/1정),fluconazole,4983
제일브레비블록주100밀리그람(에스몰롤염산염)_(0.1g/10mL),esmolol hydrochloride,4980
케톨민주(케토롤락트로메타민)_(30mg/1mL),ketorolac tromethamine,4979
"모사렉스정(모사프리드시트르산염수화물)_(모사프리드시트르산염수화물, 5.29mg/1정)",mosapride citrate hydrate (as mosapride),4977
뉴렙톨캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),gabapentin,4976
무코판정(레바미피드)_(0.1g/1정),rebamipide,4974
히로손로션1%(히드로코르티손)_(0.5g/50g),hydrocortisone,4973
다파릴듀오서방정10/1000밀리그램_(1정),dapagliflozin propanediol hydrate,4967
듀얼셋세미정_(1정),acetaminophen,4965
헤르페시드안연고(아시클로버)_(0.105g/3.5g),acyclovir,4963
트리악손주사2그램(세프트리악손나트륨수화물)_(2g/1키트)(Type2),ceftriaxone sodium hydrate,4956
아토스탄정10mg(아토르바스타틴칼슘수화물)_(10.85mg/1정),atorvastatin calcium (as atorvastatin),4954
에펙스정(에페리손염산염)_(50mg/1정),eperisone hydrochloride,4953
가바틴캡슐100밀리그람(가바펜틴)_(0.1g/1캡슐),gabapentin,4944
광동라푸티딘정_(10mg/1정),lafutidine,4941
닥터로반연고(무피로신)_(0.3g/15g),mupirocin,4939
싸이플록신정250밀리그램(시프로플록사신염산염수화물)_(0.291g/1정),ciprofloxacin hydrochloride (as ciprofloxacin),4938
듀오로반정10/10밀리그램_(1정),ezetimibe,4938
카레인정50단위(칼리디노게나제)_(50I.U/1정),kallidinogenase,4936
광동타목시펜정20밀리그램(타목시펜시트르산염)_(30.4mg/1정),tamoxifen citrate (as tamoxifen),4936
오로신점안액0.3%(오플록사신)_(15mg/5mL),ofloxacin,4928
베포스틴정(베포타스틴베실산염)_(10mg/1정),bepotastine besilate,4923
트라콤정_(1정),acetaminophen,4923
바이토린정10/10_(1정),ezetimibe,4922
건일레보드로프로피진정_(60mg/1정),levodropropizine,4921
니페딕스지속정(니페디핀)_(30mg/1정),nifedipine,4915
키즈날린패취2밀리그램(툴로부테롤)_(3.2X3.2㎠/1매),tulobuterol,4912
알러비드점안액(올로파타딘염산염)(1회용)_(0.333mg/0.3mL),olopatadine hydrochloride (as olopatadine),4911
에스오피엠정40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),esomeprazole magnesium (as esomeprazol),4909
바리드정(레바미피드)_(0.1g/1정),rebamipide,4908
칸데디핀정8/5밀리그램_(1정),amlodipine besylate (as amlodipine),4907
레로진정(레보세티리진염산염)_(5mg/1정),levocetirizine dihydrochloride,4903
티나덤캡슐(이트라코나졸)_(0.1g/1캡슐),itraconazole,4900
타미비어캡슐75밀리그램(오셀타미비르인산염)_(98.5mg/1캡슐),oseltamivir phosphate (as oseltamivir),4900
"트라스펜정(트라마돌,아세트아미노펜)_(1정)",acetaminophen,4900
헤모비덱스0.15%1호액_(5.5L),calcium chloride,4897
쿠에티정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),quetiapine fumarate (as quetiapine),4896
아토목신캡슐40밀리그램(아토목세틴염산염)_(45.71mg/1캡슐),atomoxetine hydrochloride (as atomoxetine),4883
유나졸캡슐(플루코나졸)_(50mg/1캡슐),fluconazole,4883
디푸로정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정),escitalopram oxalate (as escitalopram),4877
유니시움정20mg(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),4875
"영일오플록사신정(수출명:오사신정,타비드정)_(0.1g/1정)",ofloxacin,4875
조스정3밀리그램(에스조피클론)_(3mg/1정),eszopiclone,4872
펙소스타정80밀리그램(페북소스타트)_(80mg/1정),febuxostat,4869
"원넬라정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1), 0.4054g/1정)",당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1),4868
아트라센정_(1정),acetaminophen,4867
덱시마정(알티옥트산트로메타민염)_(0.48g/1정),R-thioctic acid tromethamine,4867
바크라폰정10밀리그램(바클로펜)_(10mg/1정),baclofen,4867
트라셋펜정_(1정),acetaminophen,4864
콩브럭정2.5밀리그램(비소프롤롤푸마르산염)_(2.5mg/1정),bisoprolol fumarate,4863
로스토정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),rosuvastatin calcium (as rosuvastatin),4861
"아주세파드록실캡슐500밀리그람(수출명:세파드록실캅셀, 듀록실캅셀,Kedox cap. (세파드록실수화물), 드로세프(DROCEF)캅셀, 필케독스(PHILKEDOX)캅셀)_(0.5g/1캡슐)",cefadroxil hydrate,4859
독시정(독시사이클린수화물)_(0.1g/1정),doxycycline hydrate,4858
쿨타임정(레보설피리드)_(25mg/1정),levosulpiride,4850
잘로스트S점안액(라타노프로스트)_(10μg/0.2mL),latanoprost,4850
네오덤크림(수출명:더마신크림)_(500g),betamethasone dipropionate,4848
글로에리손SR서방정(에페리손염산염)_(75mg/1정),eperisone hydrochloride,4844
이텍스로수바스타틴칼슘정5mg_(5.2mg/1정),rosuvastatin calcium (as rosuvastatin),4842
립스타플러스정10/10밀리그램_(1정),ezetimibe,4842
코러스시프로플록사신정(수출명 : TROXACINE TAB)_(0.25g/1정),ciprofloxacin hydrochloride (as ciprofloxacin),4841
락티케어에취씨로션1%(히드로코르티손)_(1.18g/118g),hydrocortisone,4840
칸데암로정8/5밀리그램_(1정),amlodipine besylate (as amlodipine),4840
헤파토캡슐_(1캡슐),biphenyl dimethyl dicarboxylate,4838
데소니아로션0.05%(데소나이드)_(30mg/60g),desonide,4838
디에스틸렌정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),artemisiae argyi folium 95% ethanol ext.(20→1),4835
라베드정20밀리그램(라베프라졸나트륨)_(20mg/1정),rabeprazole sodium,4835
에클로펜정(아세클로페낙)_(0.1g/1정),aceclofenac,4835
무코사정(레바미피드)_(0.1g/1정),rebamipide,4831
안페리손정(에페리손염산염)_(50mg/1정),eperisone hydrochloride,4829
로수엠젯정10/10밀리그램_(1정),ezetimibe,4827
아미클란정625밀리그램(아목시실린수화물.묽은클라불란산칼륨(4:1))_(1정),amoxicillin,4827
브로페낙점안액(브롬페낙나트륨수화물)_(5mg/5mL),bromfenac sodium sesquihydrate,4824
모사프론에스알서방정15밀리그램(모사프리드시트르산염수화물)_(15.88mg/1정),mosapride citrate,4824
옥사틴정(옥사토마이드)_(30mg/1정),oxatomide,4822
유한세파클러서방정375밀리그램[수출명:유한유클러서방정375밀리그램]_(0.375g/1정),cefaclor hydrate,4820
뮤코핀정100밀리그램(레바미피드)_(0.1g/1정),rebamipide,4820
라보펜정(잘토프로펜)_(80mg/1정),zaltoprofen,4819
엠코발캡슐(메코발라민)_(0.25mg/1캡슐),mecobalamin,4819
에제로수정10/5밀리그램_(1정),ezetimibe,4817
피도글정75밀리그램(클로피도그렐나파디실레이트일수화물)_(0.11069g/1정),clopidogrel napadisilate monohydrate (as clopidogrel),4817
레보셀텍정(레보세티리진염산염)_(5mg/1정),levocetirizine dihydrochloride,4815
대한포도당주사액(5%)_(10g/200mL/병),dextrose(5%),4815
듀오셋정_(1정),acetaminophen,4815
트라임세미정_(1정),acetaminophen,4814
디페인정(디클로페낙나트륨)_(25mg/1정),diclofenac sodium,4814
레써니정(레보설피리드)_(25mg/1정),levosulpiride,4814
파라베졸정10밀리그램(라베프라졸나트륨)_(10mg/1정),rabeprazole sodium,4812
5%포도당가엔에이.케이주2_(1000mL/백),dextrose,4810
프로닥정(나부메톤)_(0.5g/1정),nabumetone,4807
휴세린캡슐(디아세레인)_(50mg/1캡슐),diacerhein,4807
가스모프정(모사프리드시트르산염수화물)_(5.29mg/1정),mosapride citrate hydrate (as mosapride),4805
영진멀타자핀정7.5밀리그램(미르타자핀)_(7.5mg/1정),mirtazapine,4802
노보클란정625밀리그램(아목시실린수화물·묽은클라불란산칼륨)_(1정),amoxicillin,4800
라베폰정10밀리그램(라베프라졸나트륨)_(10mg/1정),rabeprazole sodium,4799
메소론정(메틸프레드니솔론)_(4mg/1정),methylprednisolone,4798
칸데모어정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),candesartan cilexetil,4798
아젤라토정(아젤라스틴염산염)_(1mg/1정),azelastine hydrochloride,4796
라베칸정20밀리그램(라베프라졸나트륨)_(20mg/1정),rabeprazole sodium,4796
후루칸캡슐(플루코나졸)(수출명: HEFLUCONE Cap.)_(50mg/1캡슐),fluconazole,4792
덱시딜정400mg(덱시부프로펜디.씨.)_(0.4g/1정),dexibuprofen,4791
온글라이자정5밀리그램(삭사글립틴수화물)_(5.29mg/1정),saxagliptin hydrate (as saxagliptin),4789
아시바정(아시클로버)_(0.2g/1정),acyclovir,4788
트라셋세미정_(1정),acetaminophen,4786
래피손정(히드로코르티손)_(10mg/1정),hydrocortisone,4784
프로솔연고(클로베타솔프로피오네이트)_(0.225g/450g),clobetasol propionate,4783
아스헥솔주350(이오헥솔)_(113.25g/150mL),iohexol,4782
데이칸캡슐(플루코나졸)_(50mg/1캡슐),fluconazole,4782
엑스푸정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),4778
휴베포타정(베포타스틴베실산염)_(10mg/1정),bepotastine besilate,4776
에피움정40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),esomeprazole magnesium (as esomeprazol),4776
세스펠라정(펠라고니움시도이데스11%에탄올건조엑스(5.5~6.6→1))_(20mg/1정),pelargonium sidoides 11% ethanol ext.(1→8~10) (as dried pelargonium sidoides ethanol ext.),4775
베아릴정2밀리그램(글리메피리드)_(2mg/1정),glimepiride,4774
엑스원정5/160밀리그램_(1정),amlodipine adipate (as amlodipine),4771
다파론정10밀리그램(다파글리플로진비스L-프롤린)_(15.63mg/1정),dapagliflozin Bis L-proline (as dapagliflozin),4770
아모시틴정375밀리그램(아목시실린수화물·묽은클라불란산칼륨)_(1정),amoxicillin,4769
팜젠아시클로버연고(수출명:파시버연고)_(0.25g/5g),acyclovir,4767
위더스세프라딘캡슐500밀리그램(세프라딘수화물)_(0.5g/1캡슐),cefradine hydrate,4767
부광메티마졸정2.5밀리그램_(2.5mg/1정),methimazole,4764
동구레보플록사신수화물정100mg_(0.10249g/1정),levofloxacin hydrate,4757
메부톤정(나부메톤)_(0.5g/1정),nabumetone,4756
팜시비르정250밀리그램(팜시클로비르)_(0.25g/1정),famciclovir,4755
에제로바정10/5밀리그램_(1정),ezetimibe,4752
라피졸정20mg(라베프라졸나트륨)_(20mg/1정),rabeprazole sodium,4751
일성록소프로펜나트륨수화물정60밀리그램_(68.1mg/1정),loxoprofen sodium hydrate (as loxoprofen sodium),4750
메딕프리정(모사프리드시트르산염수화물)_(5.29mg/1정),mosapride citrate hydrate (as mosapride),4748
라베젠정10mg(라베프라졸나트륨)_(10mg/1정),rabeprazole sodium,4744
글루코파지정1000밀리그램(메트포르민염산염)_(1g/1정),metformin hydrochloride,4744
에스프롤정40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),esomeprazole magnesium (as esomeprazol),4744
셀타플루캡슐75mg(오셀타미비르인산염)_(98.5mg/1캡슐),oseltamivir phosphate (as oseltamivir),4741
이펙트라캡슐(이트라코나졸)_(0.1g/1캡슐),itraconazole,4739
콜키닌정(콜키신)_(0.6mg/1정),colchicine,4733
카버락틴정(카베르골린)_(0.5mg/1정),cabergoline,4733
코노펜캡슐_(1캡슐),codeine phosphate,4731
리리베아캡슐25mg(프레가발린)_(25mg/1캡슐),pregabalin,4730
마이암부톨제피정400밀리그램(에탐부톨염산염)_(0.4g/1정),ethambutol hydrochloride,4727
"슈바젯정10/10밀리그램(에제티미브, 로수바스타틴)_(1정)",ezetimibe,4726
히알산점안액0.3%(히알루론산나트륨)(1회용)_(1.35mg/0.45mL),sodium hyaluronate,4720
뮤코피드정100밀리그람(레바미피드)_(0.1g/1정),rebamipide,4719
동광세레콕시브캡슐100mg_(0.1g/1캡슐),celecoxib,4718
라노펜세미정_(1정),acetaminophen,4717
클라이신정250mg(클래리트로마이신)_(0.25g/1정),clarithromycin,4716
뮤테란주사(수출명: Ateran)(아세틸시스테인)_(0.3g/3mL),acetylcysteine,4715
동광알긴산나트륨액_(1.25g/25mL),sodium alginate,4714
글루코프리서방정500밀리그램(메트포르민염산염)_(0.5g/1정),metformin hydrochloride,4712
더미소론로션(프레드니카르베이트)_(50mg/20g),prednicarbate,4709
우루사정300밀리그램(우르소데옥시콜산)_(0.3g/1정),ursodeoxycholic acid,4706
판토록주사(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병),pantoprazole sodium (as pantoprazole),4704
오비드정(오플록사신)_(0.1g/1정),ofloxacin,4704
티아로정(티로프라미드염산염)_(0.1g/1정),tiropramide hydrochloride,4703
라베피아정20밀리그램(라베프라졸나트륨)_(20mg/1정),rabeprazole sodium,4694
페북센정40밀리그램(페북소스타트)_(40mg/1정),febuxostat,4694
글루코다운정1000밀리그램(메트포르민염산염)_(1g/1정),metformin hydrochloride,4693
윈티렌정(애엽95%에탄올연조엑스(20->1))_(60mg/1정),artemisiae argyi folium 95% ethanol ext.(20→1),4692
리레카캡슐75mg(프레가발린)_(75mg/1캡슐),Pregabalin,4692
일동암브록솔주사액(암브록솔염산염)_(15mg/2mL),ambroxol hydrochloride,4689
토브라점안액(토브라마이신)_(15mg/5mL),tobramycin,4687
부데코트흡입액(미분화부데소니드)_(0.5mg/2mL),budesonide(micronized),4687
그리아연질캡슐(콜린알포세레이트)_(0.4g/1캡슐),choline alfoscerate,4686
몬테칸정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),montelukast sodium (as montelukast),4685
록트로신정(록시트로마이신)_(0.15g/1정),roxithromycin,4685
클래리신정(클래리트로마이신)_(0.25g/1정),clarithromycin,4684
"유니일라정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1), 0.4054g/1정)",당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1),4683
에테리손정(에페리손염산염)_(50mg/1정),eperisone hydrochloride,4682
데소나로션0.05%(데소나이드)_(55mg/110g),desonide,4679
플라스마라이트148주_(1000mL),magnesium chloride,4674
원플루캡슐(플루코나졸)_(50mg/1캡슐),fluconazole,4672
알러몬트정10mg(몬테루카스트나트륨)_(10.4mg/1정),montelukast sodium (as montelukast),4669
동화디트로판정(옥시부티닌염산염)_(5mg/1정),oxybutynin chloride,4669
사로프람정20mg(에스시탈로프람옥살산염)_(25.54mg/1정),escitalopram oxalate (as escitalopram),4668
동광리마프로스트정(리마프로스트알파덱스)_(0.16667mg/1정),limaprost α-cyclodextrin (as limaprost),4667
세레콕스캡슐(세레콕시브)_(0.2g/1캡슐),celecoxib,4666
라프라졸정20mg(라베프라졸나트륨)_(20mg/1정),rabeprazole sodium,4666
올메텍정40밀리그램(올메사르탄메독소밀)_(40mg/1정),olmesartan medoxomil,4665
플루졸캡슐(플루코나졸)_(50mg/1캡슐),fluconazole,4665
헤르벤서방캡슐180밀리그램(딜티아젬염산염)_(0.18g/1캡슐),diltiazem hydrochloride,4665
하티손로션2.5%(히드로코르티손)_(1.5g/60mL),hydrocortisone,4662
베아콕시브캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐),celecoxib,4656
그루리스정(글리메피리드)_(2mg/1정),glimepiride,4655
미라펙스정0.125밀리그램(프라미펙솔염산염일수화물)_(0.125mg/1정),pramipexole dihydrochloride,4652
메프친정(프로카테롤염산염수화물)_(50μg/1정),procaterol hydrochloride,4652
명인벤즈트로핀메실레이트정2밀리그람_(2mg/1정),benztropine mesylate,4652
카발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),Pregabalin,4651
셀라스틴정1밀리그램(아젤라스틴염산염)_(1mg/1정),azelastine hydrochloride,4646
트루패스구강붕해정8밀리그램(실로도신)_(8mg/1정),silodosin,4645
동성아젤라스틴정(아젤라스틴염산염)_(1mg/1정),azelastine hydrochloride,4643
리락손정(에페리손염산염)_(50mg/1정),eperisone hydrochloride,4641
로멕스겔(메트로니다졸)_(75mg/10g),metronidazole,4639
휴모사서방정15밀리그램(모사프리드시트르산염수화물)_(15.88mg/1정),mosapride citrate,4639
아티반주사(로라제팜)_(2mg/0.5mL),lorazepam,4638
셀브렉캡슐(세레콕시브)_(0.2g/1캡슐),celecoxib,4637
클로아트정(클로피도그렐황산염)_(97.875mg/1정),clopidogrel bisulfate (as clopidogrel),4636
에스클러캡슐(세파클러수화물)_(0.25g/1캡슐),cefaclor hydrate,4633
다이플루캅셀(플루코나졸)_(50mg/1캡슐),fluconazole,4629
이토프딘정(이토프리드염산염)_(50mg/1정),itopride hydrochloride,4626
세파론캡슐250밀리그램(세파클러수화물)_(0.25g/1캡슐),cefaclor hydrate,4626
대한아트로핀황산염주사액_(0.5mg/1mL),atropine sulfate,4624
라벨라정20mg(라베프라졸나트륨)_(20mg/1정),rabeprazole sodium,4623
유디나캡슐_(1캡슐),biphenyl dimethyl dicarboxylate,4623
시프록신정(시프로플록사신염산염수화물)_(0.291g/1정),ciprofloxacin hydrochloride (as ciprofloxacin),4623
명인클로르프로마진염산염정50mg(수출명:클로진정50mg)_(50mg/1정),chlorpromazine hydrochloride,4623
오록사신정100밀리그램(오플록사신)_(0.1g/1정),ofloxacin,4623
레보테크정(레보드로프로피진)_(60mg/1정),levodropropizine,4618
리마딘정(리마프로스트알파덱스)_(0.16667mg/1정),limaprost α-cyclodextrin (as limaprost),4611
로수탄정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),rosuvastatin calcium (as rosuvastatin),4609
트리부틴정200밀리그램(트리메부틴말레산염)_(0.2g/1정),trimebutine maleate,4608
알로페낙정(아세클로페낙)_(0.1g/1정),aceclofenac,4604
글라디엠정4밀리그람(글리메피리드)_(4mg/1정),glimepiride,4598
목시캄캡슐(멜록시캄)_(7.5mg/1캡슐),meloxicam,4595
에스오정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),4595
라파엘크림_(500g),diflucortolone valerate,4590
타진서방정 10/5mg_(1정),naloxone hydrochloride,4589
명문염산부피바카인주0.25%_(50mg/20mL),bupivacaine hydrochloride,4588
사미온정10밀리그램(니세르골린)_(10mg/1정),nicergoline,4587
오구맥정625밀리그램[아목시실린.클라불란산칼륨(4:1)]_(1정),amoxicillin,4586
푸로날정150밀리그램(플루코나졸)_(0.15g/1정),fluconazole,4585
뮤렉신서방정(에페리손염산염)_(75mg/1정),eperisone hydrochloride,4583
이로바캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),gabapentin,4577
플루오론티점안액_(6mL),fluorometholone,4577
프레조폴엠시티2%주(프로포폴)(바이알)_(1g/50mL),propofol,4575
아토반듀오정10/10밀리그램_(1정),atorvastatin calcium(as atorvastatin),4572
우리스틴주(유리나스타틴)_(100000unit/2mL),ulinastatin,4572
휴온스아스코르브산주사_(0.5g/2mL),ascorbic acid,4571
"레오론정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1), 0.4054g/1정)",당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1),4571
멜록시펜캡슐(멜록시캄)(수출명:국제메펜캡슐)_(7.5mg/1캡슐),meloxicam,4571
아제쿨틴정(아젤라스틴염산염)_(1mg/1정),azelastine hydrochloride,4571
프레탈서방캡슐(실로스타졸)_(0.1g/1캡슐),cilostazol,4568
엑세트라세미정_(1정),acetaminophen,4566
엘드로캡슐(에르도스테인)_(0.3g/1캡슐),erdosteine,4566
히아루론맥스점안액0.3%(히알루론산나트륨)(1회용)_(1.5mg/0.5mL),sodium hyaluronate,4564
프론클러캡슐(세파클러수화물)_(0.262g/1캡슐),cefaclor hydrate,4560
안토원캡슐(포도엽건조엑스)_(0.18g/1캡슐),vitis vinifera leaf ext.,4556
씨코나졸정(이트라코나졸)_(0.1g/1정),itraconazole,4550
아킨지오캡슐_(1캡슐),palonosetron hydrochloride,4549
올타딘점안액0.2%(올로파타딘염산염)(1회용)_(0.666mg/0.3mL),olopatadine hydrochloride (as olopatadine),4547
오큐프록스점안액(오플록사신)_(15mg/5mL),ofloxacin,4547
에스시탐정5밀리그램(에스시탈로프람옥살산염)_(6.39mg/1정),escitalopram oxalate (as escitalopram),4547
레복사신정500밀리그램(레보플록사신수화물)_(0.5125g/1정),levofloxacin hydrate,4545
에스티렌투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정),artemisiae argyi folium 95% ethanol ext.(20→1),4545
에페리원정(에페리손염산염)_(50mg/1정),eperisone hydrochloride,4544
몬테뉴정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),montelukast sodium (as montelukast),4543
모비든캡슐(멜록시캄)_(7.5mg/1캡슐),meloxicam,4541
판타졸주사(판토프라졸나트륨세스키히드레이트)_(45.1mg/1병),pantoprazole sodium (as pantoprazole),4540
포소드점안액_(10mL),potassium iodide,4539
로감주사(피록시캄)_(20mg/1mL),piroxicam,4537
에스오엠정20mg(에스오메프라졸마그네슘삼수화물)_(22.25mg/1정),esomeprazole magnesium (as esomeprazol),4536
아서틸아르기닌정5밀리그램(페린도프릴아르기닌)_(5mg/1정),perindopril arginine,4534
"발사렉스정5/80밀리그램(암로디핀, 발사르탄)_(1정)",amlodipine besylate (as amlodipine),4533
아라빌정5밀리그램(아리피프라졸)_(5mg/1정),aripiprazole,4533
삼익세파클러서방정375밀리그람_(0.375g/1정),cefaclor hydrate,4532
애니시드캡슐(오메프라졸장용성과립)_(20mg/1캡슐),omeprazole granule(enteric coated) (as omeprazole),4531
안티크란정(아목시실린·클라불란산칼륨)_(1정),amoxicillin,4529
티로엠정(티로프라미드염산염)(수출명:Tiroem Tab.)_(0.1g/1정),tiropramide hydrochloride,4529
에이프로젠라베프라졸정10밀리그램(라베프라졸나트륨)_(10mg/1정),rabeprazole sodium,4528
락티손에이취씨현탁액2.5%(히드로코르티손)_(0.2g/8mL),hydrocortisone,4525
아모스타정40/5mg_(1정),amlodipine besylate (as amlodipine),4524
에페만정(에페리손염산염)_(50mg/1정),eperisone hydrochloride,4524
나독솔주사(암브록솔염산염)_(15mg/2mL),ambroxol hydrochloride,4523
오프란점안액(오플록사신)_(18mg/6mL),ofloxacin,4519
히스탑정10mg(에피나스틴염산염)_(10mg/1정),epinastine hydrochloride,4519
뮤펙손서방정(에페리손염산염)_(75mg/1정),eperisone hydrochloride,4515
