category,name,ingredients,patient_count,prescription_count,first_prescription,last_prescription
unique_drugs,아루텍정(세티리진염산염)_(10mg/1정),cetirizine dihydrochloride,622,1879,20200102,20250307
unique_drugs,하트만액_(1000mL/병),calcium chloride,622,779,20200103,20230213
unique_drugs,글리포스연질캡슐(콜린알포세레이트)_(0.4g/1캡슐),choline alfoscerate,621,5129,20200612,20250701
unique_drugs,동성티로프라미드정(티로프라미드염산염)_(0.1g/1정),tiropramide hydrochloride,621,1543,20200114,20250212
unique_drugs,엔커버액_(200mL)(옥수수맛),biotin,620,2023,20200314,20250709
unique_drugs,레고티렌정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),artemisiae argyi folium 95% ethanol ext.(20→1),620,1907,20200102,20231226
unique_drugs,한올이트라코나졸정_(0.1g/1정),itraconazole,620,1893,20200104,20250614
unique_drugs,아루엔점안액(히알루론산나트륨)_(6mg/6mL),sodium hyaluronate,620,1839,20200106,20250626
unique_drugs,레보크라점안액1.5%(레보플록사신수화물)_(90mg/6mL),levofloxacin,620,1514,20211213,20250626
unique_drugs,영진설트랄린정50밀리그램(설트랄린염산염)_(55.96mg/1정),sertraline hydrochloride (as sertraline),619,3110,20200211,20250722
unique_drugs,유니알점안액(히알루론산나트륨)_(10mg/10mL),sodium hyaluronate,619,2283,20200102,20250625
unique_drugs,레피진정(레보드로프로피진)_(60mg/1정),levodropropizine,619,1111,20200103,20231124
unique_drugs,트리손키트주사(세프트리악손나트륨수화물)(수출명:ROZECLARTKITFORINTRAVENOUS1G)_(1g/1키트),ceftriaxone sodium hydrate,619,780,20200102,20250612
unique_drugs,데노신주사(아데노신)_(90mg/30mL),adenosine,619,701,20200102,20250625
unique_drugs,마이포신산(포스포마이신트로메탐올)_(5.631g/8g),fosfomycin trometamol (as fosfomycin),618,1575,20210902,20250630
unique_drugs,노보래피드주100단위/밀리리터(인슐린아스파트)_(1000unit/10mL),insulin aspart,618,1402,20200101,20250630
unique_drugs,독립레보드로프로피진정_(60mg/1정),levodropropizine,617,1544,20200102,20241210
unique_drugs,타미인플캡슐75mg(오셀타미비르인산염)_(98.5mg/1캡슐),oseltamivir phosphate (as oseltamivir),617,985,20200102,20250331
unique_drugs,도베실정500밀리그램(도베실산칼슘수화물)_(0.5g/1정),dobesilate calcium,616,2835,20200214,20250621
unique_drugs,우르콜정100밀리그램(우르소데옥시콜산)_(0.1g/1정),ursodeoxycholic acid,616,2802,20210529,20250718
unique_drugs,파몬틴정20밀리그램(파모티딘)_(20mg/1정),famotidine,616,2189,20200703,20250701
unique_drugs,테로딘정(티로프라미드염산염)_(0.1g/1정),tiropramide hydrochloride,616,1813,20200106,20250513
unique_drugs,파미레이300주사액(이오파미돌)_(612g/1000mL),iopamidol,616,794,20200110,20250530
unique_drugs,칼리나제정(칼리디노게나제)_(50I.U/1정),kallidinogenase,615,3092,20200108,20250617
unique_drugs,에스메졸듀오정20/800밀리그램_(1정),esomeprazole magnesium (as esomeprazole),615,1998,20210928,20250709
unique_drugs,동광오플록사신정_(0.1g/1정),ofloxacin,615,1695,20200102,20250516
unique_drugs,레보텐션정5밀리그램(에스암로디핀베실산염2.5수화물)_(7.48mg/1정),S-amlodipine besylate (as S-amlodipine),614,8728,20200104,20250708
unique_drugs,레바뉴정(레바미피드)_(0.1g/1정),rebamipide,614,2198,20200128,20250627
unique_drugs,사이크린연질캡슐50밀리그램(사이클로스포린)_(50mg/1캡슐),microemulsion cyclosporine,613,3483,20220217,20250630
unique_drugs,하이아이프레쉬점안액(카르복시메틸셀룰로오스나트륨)(1회용)_(2.5mg/0.5mL),carboxymethyl cellulose sodium,613,1831,20200104,20250623
unique_drugs,멜빅스캡슐(멜록시캄)(수출명:WONCOX Capsule)_(7.5mg/1캡슐),meloxicam,612,2315,20200113,20250716
unique_drugs,크로탈정(아세클로페낙)_(0.1g/1정),aceclofenac,612,2077,20200102,20250723
unique_drugs,펜톡나제정(칼리디노게나제)_(50I.U/1정),kallidinogenase,611,2586,20200201,20250715
unique_drugs,케파신캡슐500밀리그램(세팔렉신수화물)_(0.5g/1캡슐),cephalexin,611,1806,20200205,20250510
unique_drugs,에스메프졸정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),611,1653,20200102,20250521
unique_drugs,씨프러스주(시프로플록사신)_(0.4g/200mL/백),ciprofloxacin,611,688,20200101,20250622
unique_drugs,씨큐로베이정250밀리그램(시프로플록사신염산염수화물)_(0.291g/1정),ciprofloxacin hydrochloride (as ciprofloxacin),610,2130,20200104,20241026
unique_drugs,에소멜캡슐40밀리그램(에스오메프라졸마그네슘이수화물)_(43.36mg/1캡슐),esomeprazole magnesium (as esomeprazol),610,1963,20200314,20250529
unique_drugs,뮤코코푸시럽_(15mL),acetylcysteine,610,1410,20210421,20240128
unique_drugs,이노엔염화나트륨-포도당(1:4)주사액_(500mL),dextrose,610,861,20200108,20250628
unique_drugs,발긴발포과립_(4g),sodium bicarbonate,610,767,20200206,20250624
unique_drugs,아스헥솔주350(이오헥솔)_(75.5g/100mL),iohexol,610,693,20200117,20250617
unique_drugs,메가세티리정(레보세티리진염산염)_(5mg/1정),levocetirizine dihydrochloride,609,2437,20211218,20250627
unique_drugs,엘피틴정10mg(에피나스틴염산염)_(10mg/1정),epinastine hydrochloride,609,2208,20230127,20250623
unique_drugs,아젠틴정(아젤라스틴염산염)_(1mg/1정),azelastine hydrochloride,609,1989,20200109,20250702
unique_drugs,다나핀크림(염산부테나핀)_(0.25g/25g),butenafine hydrochloride,609,1892,20200114,20250625
unique_drugs,제뉴원세레콕시브캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐),celecoxib,608,2474,20200104,20250711
unique_drugs,모메릭에스알서방정15밀리그램(모사프리드시트르산염수화물)_(15.88mg/1정),mosapride citrate,608,1744,20200811,20250616
unique_drugs,토피덤로션0.05%(데소나이드)_(30mg/60g),desonide,608,1529,20200107,20250625
unique_drugs,"레바셋정(트라마돌염산염,아세트아미노펜)_(1정)",acetaminophen,607,2244,20201031,20250630
unique_drugs,쎄레브이캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐),celecoxib,606,3728,20200102,20250703
unique_drugs,에소놀캡슐20mg(에스오메프라졸마그네슘이수화물)_(21.68mg/1캡슐),esomeprazole magnesium (as esomeprazol),606,1917,20200102,20250704
unique_drugs,큐로켈정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),quetiapine fumarate (as quetiapine),605,8312,20200103,20250819
unique_drugs,유니그릴씨알정(사르포그렐레이트염산염)_(0.3g/1정),sarpogrelate Hydrochloride,605,5064,20200102,20250625
unique_drugs,"리헬정(비페닐디메칠디카르복실레이트)(수출명:헤파트롤정, SEOFOTIN)_(25mg/1정)",biphenyl dimethyl dicarboxylate,605,4747,20200104,20250621
unique_drugs,부티렌정(애엽95%에탄올연조엑스(20→1))_(60mg/1정),artemisiae argyi folium 95% ethanol ext.(20→1),605,1928,20200102,20250429
unique_drugs,정우구미강활탕연조엑스(단미엑스혼합제),"",605,1613,20200116,20250507
unique_drugs,올로벨라점안액0.1%(올로파타딘염산염)_(5.55mg/5mL),olopatadine hydrochloride (as olopatadine),605,1528,20200102,20250630
unique_drugs,휴니즈트라셋정_(1정),acetaminophen,604,2423,20200101,20250630
unique_drugs,프레벨액0.25%(프레드니카르베이트)_(75mg/30g),prednicarbate,604,2230,20200108,20250626
unique_drugs,크라보신정250밀리그램(레보플록사신수화물)_(0.25615g/1정),levofloxacin hydrate,604,2045,20210208,20250530
unique_drugs,뮤테론캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),acetylcysteine,604,1102,20211025,20241125
unique_drugs,가브스정50밀리그램(빌다글립틴)_(50mg/1정),vildagliptin,603,5283,20200103,20250712
unique_drugs,데소덤크림0.05%(데소나이드)_(25mg/50g),desonide,603,1958,20200108,20250715
unique_drugs,나박점안액(엔-아세틸아스파틸글루타민산나트륨)_(0.49g/10mL),N-acetylaspartyl glutamate sodium,603,1841,20200320,20250528
unique_drugs,프로몬로션(모메타손푸로에이트)_(30mg/30g),mometasone furoate,603,1561,20200210,20250531
unique_drugs,로수메가연질캡슐_(1캡슐),"omega-3-acid ethyl esters90 (as EPA ethylester 0.46g, DHA ethylester 0.38g, α-tocopherol 4mg)",602,8058,20200924,20250718
unique_drugs,메록신정(니메술리드)_(0.1g/1정),nimesulide,602,1621,20200102,20230116
unique_drugs,자디앙듀오정5/850밀리그램_(1정),empagliflozin,601,6689,20200108,20250627
unique_drugs,셀나핀정(테르비나핀염산염)_(0.140625g/1정),terbinafine hydrochloride (as terbinafine),601,2041,20200222,20250628
unique_drugs,오로비트점안액(오플록사신)_(18mg/6mL),ofloxacin,601,1572,20200203,20250620
unique_drugs,팜시버정750밀리그램(팜시클로비르)_(0.75g/1정),famciclovir,601,1484,20200116,20250609
unique_drugs,클래팍신정500mg(클래리트로마이신)_(0.5g/1정),clarithromycin,601,1205,20200303,20250621
unique_drugs,수마트란정25밀리그람(호박산수마트립탄)_(35mg/1정),sumatriptan succinate (as sumatriptan),600,2676,20200106,20250520
unique_drugs,라베스틴정10밀리그램(라베프라졸나트륨)_(10mg/1정),rabeprazole sodium,600,1804,20200101,20250614
unique_drugs,아리탈정(아세클로페낙)_(0.1g/1정),aceclofenac,600,1777,20200104,20250312
unique_drugs,오스템아세클로페낙정_(0.1g/1정),aceclofenac,599,1658,20200619,20250602
unique_drugs,브릴린타정90밀리그램(티카그렐러)_(90mg/1정),ticagrelor,598,2894,20200106,20250630
unique_drugs,라프리졸정10mg(라베프라졸나트륨)_(10mg/1정),rabeprazole sodium,598,1990,20200930,20250523
unique_drugs,가스핀서방정15밀리그램(모사프리드시트르산염수화물)_(15.88mg/1정),mosapride citrate,598,1815,20220625,20250715
unique_drugs,휘브릭스주사(P-아미노메칠안식향산)_(50mg/5mL),p-aminomethyl benzoic acid,598,636,20200102,20221115
unique_drugs,깅고맥스정80밀리그램(은행엽엑스)_(80mg/1정),ginkgo biloba leaf ext.,597,2515,20201113,20250630
unique_drugs,씨트리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),Pregabalin,597,2492,20200609,20250708
unique_drugs,명문글리코피롤레이트정_(1mg/1정),glycopyrrolate,597,2463,20200103,20250704
unique_drugs,지엘세티리진염산염정_(10mg/1정),cetirizine dihydrochloride,597,1154,20200104,20250605
unique_drugs,대한시프로플록사신주_(0.4g/200mL),ciprofloxacin,597,720,20200109,20250629
unique_drugs,비페란플러스캡슐_(1캡슐),biphenyl dimethyl dicarboxylate,596,3932,20200411,20250612
unique_drugs,리큅정0.25밀리그램(로피니롤염산염)_(0.285mg/1정),ropinirole hydrochloride (as ropinirole),596,3441,20200106,20250627
unique_drugs,쿠티아핀정12.5밀리그램(쿠에티아핀푸마르산염)_(14.39mg/1정),quetiapine fumarate (as quetiapine),596,3374,20210113,20250630
unique_drugs,프리렙톨캡슐25밀리그램(프레가발린)_(25mg/1캡슐),pregabalin,596,2399,20200116,20250626
unique_drugs,"오스펜정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1), 0.4054g/1정)",당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1),596,2269,20200104,20250630
unique_drugs,유로박탐정500밀리그램(아목시실린수화물·설박탐피복실)_(1정),amoxicillin,596,1553,20200103,20250307
unique_drugs,제일펜타스타치10%주_(50g/500mL/백),pentastarch,596,647,20200101,20250506
unique_drugs,트윈콤비정40/5mg_(1정),amlodipine besylate (as amlodipine),595,8909,20200102,20250718
unique_drugs,빅손정1밀리그람(에칠로플라제페이트)_(1mg/1정),ethyl loflazepate,595,6283,20200108,20250620
unique_drugs,자이프렉사정2.5밀리그램(올란자핀)_(2.5mg/1정),olanzapine,595,4027,20220712,20250710
unique_drugs,몬테어정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),montelukast sodium (as montelukast),595,2629,20200104,20250626
unique_drugs,잘레딥캡슐5밀리그램(잘레플론)_(5mg/1캡슐),zaleplon,595,2253,20230405,20250630
unique_drugs,목시크란정375밀리그램(아목시실린수화물·묽은클라불란산칼륨)_(1정),amoxicillin,595,2075,20200104,20241118
unique_drugs,란소큐캡슐15mg(란소프라졸)_(0.1765g/1캡슐),lansoprazole granule (as lansoprazole),595,2002,20200103,20250626
unique_drugs,플루메톨점안액(플루오로메톨론)_(6mg/6mL),fluorometholone,595,1533,20200224,20250630
unique_drugs,트리코트크림0.1%(트리암시놀론아세토니드)_(15mg/15g),triamcinolone acetonide,595,1435,20230206,20250318
unique_drugs,명문네틸마이신황산염주사액100밀리그람_(0.1g/2mL),netilmicin sulfate,595,894,20200101,20241003
unique_drugs,한올플루코나졸캡슐_(50mg/1캡슐),fluconazole,594,1848,20200104,20250531
unique_drugs,무조날외용액1%(테르비나핀염산염)_(0.3g/30mL),terbinafine hydrochloride,594,1837,20200204,20250609
unique_drugs,큐모타손크림(모메타손푸로에이트)_(20mg/20g),mometasone furoate,594,1652,20200121,20250628
unique_drugs,유박신주1.5g(설박탐나트륨·암피실린나트륨)_(1병),ampicillin sodium,594,728,20200101,20250311
unique_drugs,레보살탄정2.5/80밀리그램_(1정),S-amlodipine besylate (as S-amlodipine),593,8251,20200104,20250724
unique_drugs,펩스리드정(레보설피리드)_(25mg/1정),levosulpiride,593,2110,20200101,20250601
unique_drugs,네오펜틴캡슐100밀리그람(가바펜틴)_(0.1g/1캡슐),gabapentin,593,1887,20200117,20250608
unique_drugs,바이클로스포린점안액(사이클로스포린)_(0.2mg/0.4mL),cyclosporin,592,2548,20200128,20250719
unique_drugs,"레오스틴정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1), 0.4054g/1정)",당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1),592,2159,20210910,20250610
unique_drugs,디프라크림(디플로라손아세테이트)_(10mg/20g),diflorasone diacetate,592,1625,20200107,20250628
unique_drugs,놀바덱스디정(타목시펜시트르산염)_(30.4mg/1정),tamoxifen citrate (as tamoxifen),591,5613,20200108,20250822
unique_drugs,씨엠지멜록시캄캡슐7.5mg_(7.5mg/1캡슐),meloxicam,591,2470,20200111,20250628
unique_drugs,"오스케어정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1), 0.4054g/1정)",당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1),591,2103,20200404,20250627
unique_drugs,아세돌정_(1정),acetaminophen,591,1774,20200104,20250619
unique_drugs,카보필정(폴리카르보필칼슘)_(0.625g/1정),calcium polycarbophil,591,1691,20200120,20250618
unique_drugs,넥시리움듀오정20/800밀리그램_(1정),esomeprazole magnesium (as esomeprazole),591,1601,20210915,20250620
unique_drugs,진양아시클로버정400mg(아시클로버)_(0.4g/1정),acyclovir,591,1531,20200103,20250619
unique_drugs,로수듀오정10/10밀리그램_(1정),ezetimibe,590,5981,20200925,20250625
unique_drugs,오코라졸정20밀리그램(라베프라졸나트륨)_(20mg/1정),rabeprazole sodium,590,1826,20200102,20250625
unique_drugs,이소켓스프레이(이소소르비드이질산염)_(0.375g/15mL),isosorbide dinitrate,590,1238,20200115,20240124
unique_drugs,에이케어정4.98밀리그램(솔리페나신푸마르산염)_(4.98mg/1정),solifenacin fumarate,589,2676,20200109,20250623
unique_drugs,알레나스틴정(에피나스틴염산염)_(10mg/1정),epinastine hydrochloride,589,2329,20211025,20250624
unique_drugs,모노리툼플라스정15밀리그램(란소프라졸)_(15mg/1정),lansoprazole,589,2047,20200106,20250625
unique_drugs,에이씰린캡슐250밀리그램(아목시실린)_(0.25g/1캡슐),amoxicillin,589,1591,20200114,20250515
unique_drugs,란스터캡슐(란소프라졸)_(30mg/1캡슐),lansoprazole,589,1564,20200114,20250710
unique_drugs,이노엔0.45%생리식염주사액_(4.5g/1000mL),sodium chloride(0.45%),589,1536,20200101,20250508
unique_drugs,"루카신주사750밀리그램(설박탐나트륨,암피실린나트륨)_(1병)",ampicillin sodium,589,743,20200103,20250627
unique_drugs,로베돌정20밀리그램(라베프라졸나트륨)_(20mg/1정),rabeprazole sodium,588,1770,20200109,20250529
unique_drugs,움카펠정(펠라고니움시도이데스11%에탄올건조엑스(5.5~6.6→1))_(20mg/1정),pelargonium sidoides 11% ethanol ext.(1→8~10) (as dried pelargonium sidoides ethanol ext.),588,1363,20200102,20230816
unique_drugs,디오반필름코팅정160밀리그램(발사르탄)_(0.16g/1정),valsartan,587,5818,20200114,20250719
unique_drugs,에소리움정40mg(에스오메프라졸마그네슘이수화물)(수출명: FRIGERD tablet 40mg)_(43.38mg/1정),esomeprazole magnesium (as esomeprazol),587,1912,20201006,20250625
unique_drugs,리페돌캡슐(페노피브레이트 과립(미분화))_(0.2g/1캡슐),fenofibrate granule(micronized) (as fenofibrate),586,7636,20200106,20250714
unique_drugs,메가셋정_(1정),acetaminophen,586,2777,20200102,20250630
unique_drugs,클래트로정250밀리그램(클래리트로마이신)_(0.25g/1정),clarithromycin,586,2736,20200123,20250628
unique_drugs,디나칸캡슐(플루코나졸)_(50mg/1캡슐),fluconazole,586,2412,20200107,20250531
unique_drugs,"스파졸캡슐(이트라코나졸)(수출명:IconazoleCaps.100mg,KupitralCaps.100mg)_(0.1g/1캡슐)",itraconazole,586,2196,20200106,20250526
unique_drugs,굿트라셋세미정_(1정),acetaminophen,586,1727,20200502,20250524
unique_drugs,"세프린캡슐500밀리그램(세프라딘수화물)(수출명:Cefra caps.500mg, Kupcefrine Caps.500mg)_(0.5g/1캡슐)",cefradine hydrate,586,1679,20200102,20231229
unique_drugs,뉴락손주2g(세프트리악손나트륨수화물)_(2g/1병),ceftriaxone sodium hydrate,586,774,20200107,20250619
unique_drugs,미르젠탁정7.5밀리그램(미르타자핀)_(7.5mg/1정),mirtazapine,585,3234,20210119,20250620
unique_drugs,나부톤정500mg(나부메톤)(수출명: 큐레페인정)_(0.5g/1정),nabumetone,585,2503,20200106,20250618
unique_drugs,도베우정250mg(도베실산칼슘수화물)_(0.25g/1정),dobesilate calcium,585,2502,20201123,20250626
unique_drugs,메가트라캡슐(이트라코나졸)_(0.1g/1캡슐),itraconazole,585,2403,20211118,20250527
unique_drugs,진브렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),celecoxib,585,2173,20210602,20250530
unique_drugs,부광살부타몰정4밀리그램(살부타몰황산염)_(4.82mg/1정),salbutamol sulfate (as salbutamol),585,1817,20200106,20230322
unique_drugs,썰타실린정500밀리그람(아목시실린·피복실설박탐)_(1정),amoxicillin,585,1439,20200104,20250717
unique_drugs,"오큐라신점안액(토브라마이신)(수출명: OcuRacin 오큐라신, BeeOcuRacin 비오큐라신, Samitot 사미토트)_(15mg/5mL)",tobramycin,585,1318,20200103,20250627
unique_drugs,아자프린정(아자티오프린)(수출명:AzafrineTabs)_(50mg/1정),azathioprine,584,8848,20200103,20250625
unique_drugs,트윈베타정40/5밀리그램_(1정),amlodipine besylate (as amlodipine),584,6005,20200123,20250630
unique_drugs,로큐신정(록시트로마이신)_(0.15g/1정),roxithromycin,584,1990,20200111,20250213
unique_drugs,"한국유나이티드메토트렉세이트정(수출명:Methotrexate-VHB2.5mgTab.,UnitrexateTabs.,ALLTREXTabs.,PterinTabs.2.5mg)_(2.5mg/1정)",methotrexate,583,8651,20200103,20250710
unique_drugs,이소메정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),583,1945,20200504,20250727
unique_drugs,프로몬크림(모메타손푸로에이트)_(0.5g/500g),mometasone furoate,583,1586,20200122,20250327
unique_drugs,스테로신지크림_(15g),betamethasone dipropionate,583,1329,20200102,20241031
unique_drugs,한미탐스오디정0.4밀리그램(탐스로신염산염)_(0.4mg/1정),tamsulosin hydrochloride,582,4067,20200409,20250630
unique_drugs,파마킹레바메드정(레바미피드)_(0.1g/1정),rebamipide,582,2678,20200203,20250528
unique_drugs,노팍신정(레보플록사신수화물)_(0.1g/1정),levofloxacin hydrate,582,2044,20200103,20250530
unique_drugs,한풍갈근탕(단미엑스산혼합제),"",582,1173,20200106,20250530
unique_drugs,자누비아정50밀리그램(시타글립틴인산염수화물)_(64.25mg/1정),sitagliptin phosphate hydrate (as sitagliptin),581,5302,20200106,20250723
unique_drugs,글리펜슈프림정(페노피브레이트)_(0.16g/1정),fenofibrate(micronized),581,5262,20200102,20250707
unique_drugs,엘러큐어정(에피나스틴염산염)_(10mg/1정),epinastine hydrochloride,581,1613,20200102,20230522
unique_drugs,에이트라세미정_(1정),acetaminophen,581,1564,20200108,20250620
unique_drugs,조이락스정(아시클로버)_(0.2g/1정),acyclovir,581,1426,20200428,20250609
unique_drugs,가도비스트주사바이알(가도부트롤)_(9.0708g/15mL),gadobutrol,581,740,20200111,20250530
unique_drugs,영프로마정(프로시클리딘염산염)_(5mg/1정),procyclidine hydrochloride,580,9538,20200104,20250705
unique_drugs,시레보정(레보설피리드)_(25mg/1정),levosulpiride,580,2553,20200107,20250611
unique_drugs,레이팜370주사액(이오파미돌)_(113.28g/150mL),iopamidol,580,651,20200116,20250516
unique_drugs,셀미스타정80/5밀리그램_(1정),amlodipine besylate (as amlodipine),579,7667,20200104,20250707
unique_drugs,고칼디정_(1정),calcium carbonate (as calcium),579,3741,20200210,20250623
unique_drugs,페바로젯정2/10밀리그램_(1정),ezetimibe,579,3527,20230908,20250718
unique_drugs,레보실정(레보설피리드)_(25mg/1정),levosulpiride,579,1984,20200104,20250619
unique_drugs,유스메졸캡슐20mg(에스오메프라졸마그네슘이수화물)_(21.69mg/1캡슐),esomeprazole magnesium (as esomeprazol),579,1869,20200118,20240625
unique_drugs,에취투정(시메티딘)(수출명:CIMETIDINETAB.200mg)_(0.2g/1정),cimetidine,579,1000,20200102,20241029
unique_drugs,리마론정(리마프로스트알파덱스)_(0.16667mg/1정),limaprost α-cyclodextrin (as limaprost),578,2652,20200107,20250617
unique_drugs,뉴베라정10밀리그램(라베프라졸나트륨)_(10mg/1정),rabeprazole sodium,578,2338,20200218,20250715
unique_drugs,아라간주(히알루론산나트륨)(프리필드)_(25mg/2.5mL),sodium hyaluronate,578,1919,20200121,20250626
unique_drugs,파마킹티로미드정(티로프라미드염산염)_(0.1g/1정),tiropramide hydrochloride,578,1545,20200102,20250502
unique_drugs,클로팜정250밀리그램(팜시클로비르)_(0.25g/1정),famciclovir,578,1502,20200104,20250707
unique_drugs,카르콘정(폴리카르보필칼슘)_(0.625g/1정),calcium polycarbophil,577,1929,20200103,20250630
unique_drugs,케프라정250밀리그램(레비티라세탐)_(0.25g/1정),levetiracetam,576,3327,20200102,20250712
unique_drugs,스파스몰리트당의정(트로스퓸염화물)_(20mg/1정),trospium chloride,576,2040,20200122,20250624
unique_drugs,세란트정(세프프로질수화물)_(0.25g/1정),cefprozil hydrate,576,1814,20200104,20250616
unique_drugs,훼모럼주(수산화제이철수크로오스복염)_(2.7g/5mL),iron hydoxide sucrose complex (as Fe),576,1707,20200423,20250627
unique_drugs,이노엔반코마이신염산염주1그램_(1g/1병),vancomycin hydrochloride,576,780,20200101,20250519
unique_drugs,소롤200밀리그람캅셀(소브레롤)_(0.2g/1캡슐),sobrerol,575,2124,20200106,20250501
unique_drugs,메이손크림(모메타손푸로에이트)_(20mg/20g),mometasone furoate,575,1617,20200108,20250623
unique_drugs,경방반하백출천마탕연조엑스(단미엑스혼합제),"",575,1222,20200229,20250617
unique_drugs,비지파크주320밀리그람(요오딕사놀)_(32.6g/50mL),iodixanol,575,693,20200119,20250629
unique_drugs,토파메이트정100밀리그람(토피라메이트)_(0.1g/1정),topiramate,574,7841,20200102,20250702
unique_drugs,비페딘정(비페닐디메틸디카르복실레이트)_(25mg/1정),biphenyl dimethyl dicarboxylate,574,3824,20200102,20250619
unique_drugs,알세진정10밀리그램(세티리진염산염)_(10mg/1정),cetirizine dihydrochloride,574,2463,20200104,20250621
unique_drugs,경방연교패독산(혼합단미엑스산),"",574,992,20200103,20250613
unique_drugs,아이맥스이오헥솔350주_(94.375g/125mL),iohexol,574,625,20200629,20250608
unique_drugs,펜폴캡슐(펜토산폴리설페이트나트륨)_(0.1g/1캡슐),pentosan polysulfate sodium,573,2751,20200206,20250704
unique_drugs,휴티딘정20밀리그램(파모티딘)_(20mg/1정),famotidine,573,2287,20220115,20250624
unique_drugs,알보젠알마게이트정_(0.5g/1정),almagate,573,1988,20200101,20250217
unique_drugs,아세크론정(아세클로페낙)_(0.1g/1정),aceclofenac,573,1902,20200120,20250627
unique_drugs,엘도진캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),erdosteine,573,1353,20200103,20250607
unique_drugs,리포젯정10/10밀리그램_(1정),atorvastatin calcium(as atorvastatin),572,6729,20210412,20250708
unique_drugs,일양하이트린정2밀리그람(테라조신염산염수화물)_(2.374mg/1정),terazosin hydrochloride (as terazosin),572,4453,20200111,20250721
unique_drugs,유로프로정(프로피베린염산염)_(20mg/1정),propiverine hydrochloride,572,2458,20200103,20250530
unique_drugs,영풍클래리트로마이신정500밀리그램_(0.5g/1정),clarithromycin,572,1959,20200111,20250404
unique_drugs,옵타젠트점안액(포비돈)_(0.2g/10mL),povidone,572,1755,20200103,20250626
unique_drugs,대한5%포도당가칼륨나트륨주2호_(500mL),dextrose,572,747,20200114,20250528
unique_drugs,리피원정10mg(아토르바스타틴칼슘삼수화물)_(10.845mg/1정),atorvastatin calcium (as atorvastatin),571,7823,20200102,20250721
unique_drugs,메가페손정(에페리손염산염)_(50mg/1정),eperisone hydrochloride,571,2032,20220328,20250610
unique_drugs,프가틴캡슐25밀리그램(프레가발린)_(25mg/1캡슐),pregabalin,571,1766,20200102,20250529
unique_drugs,비바코정10밀리그램(로수바스타틴칼슘)_(10.4mg/1정),rosuvastatin calcium (as rosuvastatin),570,7082,20200102,20250618
unique_drugs,이트라코나정(이트라코나졸고체분산체)_(0.253g/1정),itraconazole,570,2372,20200115,20250619
unique_drugs,이르소딘정(이르소글라딘말레산염)_(2mg/1정),irsogladine maleate,570,1853,20200102,20250517
unique_drugs,베프서방정(베포타스틴베실산염)_(20mg/1정),bepotastine besilate (as bepotastine),570,1759,20230309,20250620
unique_drugs,이토디알정(이토프리드염산염)_(50mg/1정),itopride hydrochloride,570,1400,20200102,20250116
unique_drugs,"폴리트롭프리필드시린지주(폴리트로핀,유전자재조합)_(75I.U/0.15mL)",follitropin,570,1115,20200115,20250502
unique_drugs,네틴주100밀리그람(네틸마이신황산염)_(0.1g/2mL),netilmicin sulfate,570,830,20200102,20250521
unique_drugs,10%포도당가엔에이.케이주1_(1000mL),dextrose,570,639,20200102,20250412
unique_drugs,제미다파정_(1정),dapagliflozin,569,5201,20230502,20250726
unique_drugs,데나실크림(테르비나핀염산염)_(0.15g/15g),terbinafine hydrochloride,569,1720,20200130,20250528
unique_drugs,아이세파캡슐(세파클러수화물)_(0.25g/1캡슐),cefaclor hydrate,569,1660,20200107,20250528
unique_drugs,프레벨액0.25%(프레드니카르베이트)_(87.5mg/35g),prednicarbate,568,1877,20200118,20250626
unique_drugs,리블리스점안액(히알루론산나트륨)_(6mg/6mL),sodium hyaluronate,568,1877,20200121,20250617
unique_drugs,에스오텍디알서방캡슐40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1캡슐),esomeprazole magnesium (as esomeprazole),568,1853,20210922,20250525
unique_drugs,하피스정(아시클로버)_(0.2g/1정),acyclovir,568,1588,20200114,20250528
