1category,code,disease_names,patient_count,occurrence_count
unique_disease_codes,AM5499,"[""(양방)상세불명의 등통증 상세불명의 부위"",""(양방)상세불명의 등통증, 상세불명의 부위""]",3240,6961
unique_disease_codes,AS051,"[""(양방)안구 및 안와조직의 타박상""]",3238,6200
unique_disease_codes,AI639,"[""(양방)상세불명의 뇌경색증""]",3230,42995
unique_disease_codes,AA609,"[""(양방)상세불명의 항문생식기의 헤르페스바이러스감염""]",3229,9535
unique_disease_codes,AD235,"[""(양방)몸통의 피부의 양성 신생물""]",3226,10686
unique_disease_codes,AM2427,"[""(양방)인대장애 발목 및 발"",""(양방)인대장애, 발목 및 발"",""""]",3222,11912
unique_disease_codes,AS6351,"[""(양방)요골수근골(관절)(인대)의 염좌 및 긴장""]",3220,8381
unique_disease_codes,AD233,"[""(양방)얼굴의 기타 및 상세불명 부분의 피부의 양성 신생물""]",3219,7522
unique_disease_codes,AM940,"[""(양방)연골늑골접합부증후군[티체]""]",3216,5623
unique_disease_codes,AS8618,"[""(양방)아래다리 부위의 후근육군의 기타 근육 및 힘줄의 손상, 기타 및 상세불명의 손상"","""",""(양방)아래다리 부위의 후근육군의 기타 근육 및 힘줄의 손상 기타 및 상세불명의 손상""]",3212,11091
unique_disease_codes,AH2582,"[""(양방)기타 노년백내장, 양쪽"",""(양방)기타 노년백내장 양쪽""]",3206,9944
unique_disease_codes,AR221,"[""(양방)목의 국소적 부기 종괴 및 덩이"",""(양방)목의 국소적 부기, 종괴 및 덩이""]",3202,7430
unique_disease_codes,AU099,"[""(양방)상세불명의 코로나-19 이후 병태""]",3200,5810
unique_disease_codes,AK023,"[""(양방)정지된 치아우식""]",3194,3735
unique_disease_codes,AS034,"[""(양방)턱의 염좌 및 긴장"",""""]",3181,5505
unique_disease_codes,AH2502,"[""(양방)노년성 초기백내장, 양쪽"",""(양방)노년성 초기백내장 양쪽""]",3173,11112
unique_disease_codes,AN481,"[""(양방)귀두포피염"",""""]",3173,6566
unique_disease_codes,AR943,"[""(양방)심혈관기능검사의 이상결과""]",3165,5401
unique_disease_codes,BM6260,"[""(한방)근육긴장 여러 부위"",""(한방)근육긴장, 여러 부위""]",3161,11131
unique_disease_codes,AS601,"[""(양방)손톱의 손상이 있는 손가락의 타박상""]",3156,6413
unique_disease_codes,AZ321,"[""(양방)확인된 임신"",""""]",3152,6989
unique_disease_codes,AZ3491,"[""(양방)상세불명의 정상임신의 관리, 임신 22주 이상 ~ 34주 미만"",""(양방)상세불명의 정상임신의 관리 임신 22주 이상 ~ 34주 미만""]",3148,9817
unique_disease_codes,BJ304,"[""(한방)상세불명의 알레르기비염""]",3145,13414
unique_disease_codes,AK353,"[""(양방)국소복막염을 동반한 급성 충수염"",""""]",3139,8307
unique_disease_codes,AF480,"[""(양방)신경무력증""]",3135,5639
unique_disease_codes,AN738,"[""(양방)기타 명시된 여성골반염증질환""]",3132,7722
unique_disease_codes,AL709,"[""(양방)상세불명의 여드름""]",3129,7879
unique_disease_codes,AR1044,"[""(양방)옆구리 통증""]",3120,4774
unique_disease_codes,BM79178,"[""(한방)기타 근통, 발목 및 발"",""(한방)기타 근통 발목 및 발""]",3105,8834
unique_disease_codes,AK273,"[""(양방)출혈 또는 천공이 없는 급성 상세불명 부위의 소화성 궤양""]",3105,7427
unique_disease_codes,AK055,"[""(양방)기타 치주질환"",""""]",3094,5086
unique_disease_codes,C119,"[""(약국)호흡기계/인후통""]",3091,6383
unique_disease_codes,AS510,"[""(양방)팔꿈치의 열린상처""]",3089,9662
unique_disease_codes,AS62390,"[""(양방)중수골의 상세불명 부분의 골절, 폐쇄성"",""(양방)중수골의 상세불명 부분의 골절 폐쇄성""]",3086,14397
unique_disease_codes,AD2420,"[""(양방)유방의 단발 양성 신생물, 오른쪽"",""(양방)유방의 단발 양성 신생물 오른쪽""]",3086,6142
unique_disease_codes,AS8349,"["""",""(양방)상세불명의 측부인대의 염좌 및 긴장""]",3072,8535
unique_disease_codes,AL0211,"["""",""(양방)목의 종기""]",3062,8258
unique_disease_codes,AG500,"["""",""(양방)삼차신경통""]",3058,9900
unique_disease_codes,AM1993,"[""(양방)상세불명의 관절증 아래팔"",""(양방)상세불명의 관절증, 아래팔""]",3055,9706
unique_disease_codes,AJ4502,"[""(양방)기타 알레르기천식 중등도 지속성"",""(양방)기타 알레르기천식, 중등도 지속성""]",3046,16157
unique_disease_codes,AS908,"[""(양방)발목 및 발의 기타 표재성 손상"",""""]",3041,5647
unique_disease_codes,AS910,"[""(양방)발목의 열린상처"",""""]",3038,9059
unique_disease_codes,AM7928,"[""(양방)상세불명의 신경통 및 신경염, 기타 부분"",""(양방)상세불명의 신경통 및 신경염 기타 부분""]",3031,6827
unique_disease_codes,AD1802,"[""(양방)간담도계의 혈관종""]",3030,6432
unique_disease_codes,AM705,"[""(양방)무릎의 기타 윤활낭염""]",3028,8902
unique_disease_codes,BM2554,"[""(한방)관절통 손"",""(한방)관절통, 손""]",3026,10129
unique_disease_codes,AM2389,"[""(양방)무릎의 기타 내부장애 상세불명의 연골 또는 인대"",""(양방)무릎의 기타 내부장애, 상세불명의 연골 또는 인대""]",3023,8736
unique_disease_codes,AN710,"[""(양방)자궁의 급성 염증성 질환""]",3023,6325
unique_disease_codes,AS819,"[""(양방)아래다리의 상세불명 부분의 열린상처""]",3021,8909
unique_disease_codes,AH3338,"[""(양방)기타 및 상세불명의 망막열공""]",3016,7775
unique_disease_codes,AS633,"[""(양방)손목 및 수근골 인대의 외상성 파열"",""""]",3013,13301
unique_disease_codes,AK0618,"[""(양방)기타 명시된 치은비대""]",3004,4769
unique_disease_codes,AK0880,"[""(양방)치통 NOS"",""""]",3001,4046
unique_disease_codes,AN608,"[""(양방)기타 양성 유방형성이상""]",3000,6433
unique_disease_codes,AO3422,"[""(양방)이전의 기타 및 상세불명의 제왕절개로 인한 자궁흉터에 대한 산모관리""]",2993,5411
unique_disease_codes,AS501,"[""(양방)아래팔의 기타 및 상세불명 부분의 타박상""]",2984,5116
unique_disease_codes,AS8320,"[""(양방)내측반달연골의 찢김""]",2980,14395
unique_disease_codes,AM72970,"["""",""(양방)근막염 NOS, 발목 및 발"",""(양방)근막염 NOS 발목 및 발""]",2979,8836
unique_disease_codes,AL235,"["""",""(양방)기타 화학물질에 의한 알레르기성 접촉피부염""]",2978,7759
unique_disease_codes,AF102,"[""(양방)알코올의 의존증후군""]",2974,25866
unique_disease_codes,AL905,"[""(양방)피부의 흉터 병태 및 섬유증""]",2971,7126
unique_disease_codes,AS0255,"["""",""(양방)치근의 파절""]",2954,4882
unique_disease_codes,AJ118,"[""(양방)바이러스가 확인되지 않은, 기타 증상을 동반한 인플루엔자"",""(양방)바이러스가 확인되지 않은 기타 증상을 동반한 인플루엔자""]",2950,4818
unique_disease_codes,AD171,"["""",""(양방)몸통의 피부 및 피하조직의 양성 지방종성 신생물""]",2936,10574
unique_disease_codes,AZ010,"[""(양방)눈 및 시력의 검사""]",2936,5202
unique_disease_codes,AG431,"[""(양방)조짐이 있는 편두통[고전적 편두통]"",""""]",2930,10442
unique_disease_codes,AK601,"[""(양방)만성 항문열창""]",2925,8843
unique_disease_codes,AH4010,"[""(양방)저안압녹내장""]",2922,21316
unique_disease_codes,AT2325,"[""(양방)손목 및 손의 2도 화상 손등"",""(양방)손목 및 손의 2도 화상, 손등"",""""]",2917,10172
unique_disease_codes,AR000,"[""(양방)상세불명의 빈맥""]",2915,6060
unique_disease_codes,AM510,"["""",""(양방)척수병증을 동반한 요추 및 기타 추간판장애(G99.2*)""]",2913,15230
unique_disease_codes,AH65180,"[""(양방)기타 급성 비화농성 중이염, 한쪽 또는 상세불명"",""(양방)기타 급성 비화농성 중이염 한쪽 또는 상세불명""]",2900,7702
unique_disease_codes,AH368,"[""(양방)달리 분류된 질환에서의 기타 망막장애""]",2897,6738
unique_disease_codes,AM7795,"[""(양방)상세불명의 골부착부병증 골반 부분 및 대퇴"",""(양방)상세불명의 골부착부병증, 골반 부분 및 대퇴""]",2893,8442
unique_disease_codes,AE1141,"[""(양방)당뇨병성 다발신경병증을 동반한 2형 당뇨병(G63.2*)""]",2872,39590
unique_disease_codes,AO6001,"[""(양방)분만이 없는 조기진통, 임신 22주 이상 ~ 34주 미만"",""(양방)분만이 없는 조기진통 임신 22주 이상 ~ 34주 미만""]",2867,5341
unique_disease_codes,AR946,"[""(양방)갑상선기능검사의 이상결과"",""""]",2852,6687
unique_disease_codes,AB179,"[""(양방)상세불명의 급성 바이러스간염""]",2850,7366
unique_disease_codes,AJ358,"[""(양방)편도 및 아데노이드의 기타 만성 질환""]",2846,5672
unique_disease_codes,BR1049,"[""(한방)상세불명의 복통""]",2843,8010
unique_disease_codes,BJ310,"[""(한방)만성 비염""]",2832,11076
unique_disease_codes,BG510,"[""(한방)벨마비""]",2818,45287
unique_disease_codes,AL2084,"[""(양방)중등증 아토피성 피부염""]",2818,18342
unique_disease_codes,BM5497,"[""(한방)상세불명의 등통증, 요천부"",""(한방)상세불명의 등통증 요천부""]",2818,9015
unique_disease_codes,AT634,"[""(양방)기타 절지동물의 독액의 독성효과""]",2817,3936
unique_disease_codes,AZ048,"[""(양방)기타 명시된 이유의 검사 및 관찰""]",2812,3460
unique_disease_codes,AH4019,"[""(양방)상세불명의 원발성 개방우각녹내장""]",2808,22309
unique_disease_codes,AH903,"[""(양방)양쪽 감각신경성 청력소실""]",2806,6625
unique_disease_codes,AS8343,"[""(양방)내측측부인대의 파열""]",2802,13620
unique_disease_codes,AM2537,"[""(양방)관절의 기타 불안정, 발목 및 발"","""",""(양방)관절의 기타 불안정 발목 및 발""]",2802,10620
unique_disease_codes,AL050,"[""(양방)농양이 있는 모소낭""]",2801,12943
unique_disease_codes,AT2329,"[""(양방)손목 및 손의 2도 화상 상세불명의 부위"","""",""(양방)손목 및 손의 2도 화상, 상세불명의 부위""]",2799,7832
unique_disease_codes,AH527,"[""(양방)상세불명의 굴절장애""]",2795,4942
unique_disease_codes,AN408,"[""(양방)기타 합병증을 동반한 전립선증식증""]",2794,16123
unique_disease_codes,AS3220,"[""(양방)미추의 골절, 폐쇄성"",""(양방)미추의 골절 폐쇄성""]",2794,8788
unique_disease_codes,AS22390,"[""(양방)상세불명 늑골의 단일 골절,폐쇄성"",""(양방)상세불명 늑골의 단일 골절폐쇄성""]",2793,6517
unique_disease_codes,AE069,"[""(양방)상세불명의 갑상선염""]",2790,6733
unique_disease_codes,AJ9848,"[""(양방)폐의 기타 장애""]",2780,5866
unique_disease_codes,AT2321,"[""(양방)손목 및 손의 2도 화상, 엄지손가락을 제외한 단일손가락(손톱)"",""(양방)손목 및 손의 2도 화상 엄지손가락을 제외한 단일손가락(손톱)""]",2774,7908
unique_disease_codes,AK0462,"[""(양방)구강으로 연결된 동""]",2764,8112
unique_disease_codes,AD210,"[""(양방)머리 얼굴 및 목의 결합조직 및 기타 연조직의 양성 신생물"",""(양방)머리, 얼굴 및 목의 결합조직 및 기타 연조직의 양성 신생물""]",2749,8674
unique_disease_codes,AS6630,"[""(양방)손목 및 손 부위의 기타 손가락의 신근 및 힘줄의 손상 열상"",""(양방)손목 및 손 부위의 기타 손가락의 신근 및 힘줄의 손상, 열상""]",2748,14891
unique_disease_codes,AL4008,"[""(양방)기타 및 상세불명의 보통건선""]",2744,23030
unique_disease_codes,AM7792,"[""(양방)상세불명의 골부착부병증, 위팔"",""(양방)상세불명의 골부착부병증 위팔""]",2739,9060
unique_disease_codes,AL0231,"[""(양방)둔부의 종기""]",2729,7600
unique_disease_codes,AF318,"[""(양방)기타 양극성 정동장애"",""""]",2728,38194
unique_disease_codes,AM5484,"[""(양방)기타 등통증 흉추부"",""(양방)기타 등통증, 흉추부""]",2711,7628
unique_disease_codes,AG562,"[""(양방)척골신경의 병변""]",2699,10590
unique_disease_codes,AS609,"[""(양방)손목 및 손의 상세불명 표재성 손상"",""""]",2698,4563
unique_disease_codes,AK0620,"[""(양방)외상성 교합에 의한 잇몸 및 무치성 치조융기의 병변""]",2689,3376
unique_disease_codes,AS4600,"[""(양방)어깨의 회전근개의 근육 및 힘줄의 손상, 열상"",""(양방)어깨의 회전근개의 근육 및 힘줄의 손상 열상""]",2686,13978
unique_disease_codes,AB349,"[""(양방)상세불명의 바이러스감염""]",2686,4532
unique_disease_codes,AH160,"["""",""(양방)각막궤양""]",2684,8468
unique_disease_codes,BM751,"[""(한방)회전근개증후군""]",2679,12108
unique_disease_codes,AH818,"[""(양방)전정기능의 기타 장애""]",2677,6889
unique_disease_codes,AK208,"[""(양방)기타 및 상세불명 식도염""]",2674,6678
unique_disease_codes,AA5908,"[""(양방)기타 및 상세불명의 비뇨생식기계 편모충증"",""""]",2674,6225
unique_disease_codes,AM6595,"[""(양방)상세불명의 윤활막염 및 힘줄윤활막염 골반 부분 및 대퇴"",""(양방)상세불명의 윤활막염 및 힘줄윤활막염, 골반 부분 및 대퇴""]",2673,7492
unique_disease_codes,AE078,"[""(양방)기타 명시된 갑상선의 장애""]",2671,5110
unique_disease_codes,BN946,"[""(한방)상세불명의 월경통""]",2667,12682
unique_disease_codes,AE868,"[""(양방)기타 또는 상세불명 용적고갈""]",2653,4466
unique_disease_codes,AK640,"[""(양방)1도 치핵""]",2649,5391
unique_disease_codes,AN841,"[""(양방)자궁경부의 폴립""]",2631,4821
unique_disease_codes,AK3188,"[""(양방)위 및 십이지장의 기타 명시된 질환""]",2629,6382
unique_disease_codes,AN730,"["""",""(양방)급성 자궁주위조직염 및 골반연조직염""]",2620,6191
unique_disease_codes,AE507,"[""(양방)비타민A결핍의 기타 안구증상""]",2619,6327
unique_disease_codes,AN958,"[""(양방)기타 명시된 폐경 및 폐경전후 장애"",""""]",2613,15208
unique_disease_codes,AM79130,"[""(양방)근근막통증후군, 아래팔"",""(양방)근근막통증후군 아래팔""]",2612,7275
unique_disease_codes,AT310,"[""(양방)신체표면의 10％ 미만을 침범한 화상"",""""]",2611,10344
unique_disease_codes,AM79190,"[""(양방)근근막통증후군 상세불명 부분"",""(양방)근근막통증후군, 상세불명 부분""]",2610,6161
unique_disease_codes,AZ269,"[""(양방)상세불명의 감염성 질환에 대한 예방접종의 필요""]",2610,4159
unique_disease_codes,BR42,"[""(한방)어지럼증 및 어지럼""]",2608,10414
unique_disease_codes,AD170,"["""",""(양방)머리, 얼굴 및 목의 피부 및 피하조직의 양성 지방종성 신생물"",""(양방)머리 얼굴 및 목의 피부 및 피하조직의 양성 지방종성 신생물""]",2608,7936
unique_disease_codes,AK645,"[""(양방)항문주위정맥혈전증""]",2606,6210
unique_disease_codes,AK0063,"["""",""(양방)잔존 [지속성][탈락성] 유치""]",2606,3886
unique_disease_codes,AG4090,"[""(양방)난치성 뇌전증을 동반하지 않은 상세불명의 뇌전증""]",2603,27640
unique_disease_codes,AR509,"[""(양방)상세불명의 열"",""""]",2595,3770
unique_disease_codes,AE063,"[""(양방)자가면역성 갑상선염""]",2589,15545
unique_disease_codes,AJ418,"[""(양방)단순 및 점액화농성 혼합형 만성 기관지염""]",2575,6434
unique_disease_codes,AS0320,"[""(양방)치아의 아탈구"",""""]",2574,3921
unique_disease_codes,AH7308,"[""(양방)기타 및 상세불명의 급성 고막염""]",2570,8078
unique_disease_codes,AG478,"[""(양방)기타 수면장애""]",2569,13147
unique_disease_codes,AT2327,"[""(양방)손목 및 손의 2도 화상 손목 및 손의 여러 부위"",""(양방)손목 및 손의 2도 화상, 손목 및 손의 여러 부위""]",2566,10715
unique_disease_codes,AN601,"[""(양방)미만성 낭성 유방병증""]",2556,6393
unique_disease_codes,AK8080,"[""(양방)폐색의 언급이 없는 기타 담석증""]",2546,6842
unique_disease_codes,AH011,"[""(양방)눈꺼풀의 비감염성 피부병""]",2545,4713
unique_disease_codes,AM5458,"[""(양방)요통, 천추 및 천미추부"",""(양방)요통 천추 및 천미추부""]",2540,8558
unique_disease_codes,BM7962,"[""(한방)사지의 통증 위팔"",""(한방)사지의 통증, 위팔""]",2537,9344
unique_disease_codes,AK140,"[""(양방)설염""]",2537,5144
unique_disease_codes,AG250,"[""(양방)본태성 떨림""]",2531,12062
unique_disease_codes,AN945,"[""(양방)이차성 월경통""]",2530,4617
unique_disease_codes,AM1907,"[""(양방)기타 관절의 원발성 관절증, 발목 및 발"",""(양방)기타 관절의 원발성 관절증 발목 및 발""]",2529,7795
unique_disease_codes,AK130,"[""(양방)입술의 질환""]",2525,5190
unique_disease_codes,AL290,"[""(양방)항문가려움""]",2524,4838
unique_disease_codes,AS62620,"[""(양방)기타 손가락의 근위지골 골절 폐쇄성"",""(양방)기타 손가락의 근위지골 골절, 폐쇄성""]",2520,13698
unique_disease_codes,AT793,"[""(양방)달리 분류되지 않은 외상후 상처감염""]",2519,5548
unique_disease_codes,AM7919,"[""(양방)근통 상세불명 부분"",""(양방)근통, 상세불명 부분""]",2518,3326
unique_disease_codes,AL851,"[""(양방)후천성 손발바닥각화증[각피증]""]",2512,5236
unique_disease_codes,AM7964,"[""(양방)사지의 통증 손"",""(양방)사지의 통증, 손""]",2511,5318
unique_disease_codes,AS7310,"[""(양방)장골대퇴골(인대)의 염좌 및 긴장""]",2507,5986
unique_disease_codes,AD122,"[""(양방)상행결장의 양성 신생물""]",2503,3938
unique_disease_codes,AK922,"["""",""(양방)상세불명의 위장출혈""]",2501,4723
unique_disease_codes,AG629,"["""",""(양방)상세불명의 다발신경병증""]",2499,8567
unique_disease_codes,BM79128,"[""(한방)기타 근통 위팔"",""(한방)기타 근통, 위팔""]",2498,8185
unique_disease_codes,AR21,"[""(양방)발진 및 기타 비특이성 피부발진""]",2497,5249
unique_disease_codes,BS637,"[""(한방)손의 기타 및 상세불명 부분의 염좌 및 긴장""]",2495,6924
unique_disease_codes,AN952,"["""",""(양방)폐경후 위축성 질염""]",2488,6356
unique_disease_codes,AK319,"[""(양방)위 및 십이지장의 상세불명 질환""]",2487,5699
unique_disease_codes,AH1518,"[""(양방)기타 및 상세불명의 상공막염""]",2486,6500
unique_disease_codes,AJ158,"[""(양방)기타 세균성 폐렴""]",2478,6150
unique_disease_codes,AM5417,"[""(양방)신경뿌리병증 요천부"",""(양방)신경뿌리병증, 요천부""]",2474,9268
unique_disease_codes,AK041,"[""(양방)치수의 괴사""]",2472,7803
unique_disease_codes,AM201,"[""(양방)외반무지(후천성)"",""""]",2471,8535
unique_disease_codes,AJ351,"[""(양방)편도의 비대""]",2465,6124
unique_disease_codes,AH191,"[""(양방)헤르페스바이러스 각막염 및 각막결막염(B00.51+)"",""""]",2450,7215
unique_disease_codes,AD2421,"[""(양방)유방의 단발 양성 신생물, 왼쪽"",""(양방)유방의 단발 양성 신생물 왼쪽""]",2450,5003
unique_disease_codes,AS7638,"[""(양방)대퇴 부위의 후근육군의 근육 및 힘줄의 손상 기타 및 상세불명의 손상"","""",""(양방)대퇴 부위의 후근육군의 근육 및 힘줄의 손상, 기타 및 상세불명의 손상""]",2445,8386
unique_disease_codes,AN310,"[""(양방)달리 분류되지 않은 비억제성 신경병성 방광"",""""]",2442,8656
unique_disease_codes,AR568,"[""(양방)기타 및 상세불명의 경련""]",2436,8854
unique_disease_codes,BM5493,"[""(한방)상세불명의 등통증 경흉추부"",""(한방)상세불명의 등통증, 경흉추부""]",2435,6863
unique_disease_codes,BM7964,"[""(한방)사지의 통증 손"",""(한방)사지의 통증, 손""]",2433,8337
unique_disease_codes,AI890,"[""(양방)달리 분류되지 않은 림프부종""]",2424,9380
unique_disease_codes,AM5486,"[""(양방)기타 등통증, 요추부"",""(양방)기타 등통증 요추부""]",2423,8470
unique_disease_codes,AL0108,"[""(양방)기타 농가진""]",2422,5216
unique_disease_codes,AS519,"[""(양방)아래팔의 상세불명 부분의 열린상처""]",2405,6122
unique_disease_codes,AR590,"[""(양방)국소림프절비대""]",2404,5268
unique_disease_codes,AR1031,"["""",""(양방)좌하복부통증""]",2393,3544
unique_disease_codes,AM5437,"[""(양방)좌골신경통 요천부"",""(양방)좌골신경통, 요천부""]",2386,8201
unique_disease_codes,AK5732,"[""(양방)출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병 게실염"",""(양방)출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실염""]",2381,6428
unique_disease_codes,AH6590,"[""(양방)상세불명의 비화농성 중이염, 한쪽 또는 상세불명"",""(양방)상세불명의 비화농성 중이염 한쪽 또는 상세불명""]",2379,5574
unique_disease_codes,AD2430,"[""(양방)유방의 다발 양성 신생물, 오른쪽"",""(양방)유방의 다발 양성 신생물 오른쪽"",""""]",2378,5249
unique_disease_codes,AM1090,"[""(양방)상세불명의 통풍 여러 부위"",""(양방)상세불명의 통풍, 여러 부위"",""""]",2376,14868
unique_disease_codes,AM6582,"[""(양방)기타 윤활막염 및 힘줄윤활막염 위팔"",""(양방)기타 윤활막염 및 힘줄윤활막염, 위팔""]",2375,7397
unique_disease_codes,AD2490,"[""(양방)상세불명 유방의 양성 신생물, 오른쪽"",""(양방)상세불명 유방의 양성 신생물 오른쪽""]",2374,5606
unique_disease_codes,AM4727,"[""(양방)신경뿌리병증을 동반한 기타 척추증 요천부"",""(양방)신경뿌리병증을 동반한 기타 척추증, 요천부""]",2368,10950
unique_disease_codes,AR932,"[""(양방)간 및 담도의 진단영상검사상 이상소견""]",2365,4351
unique_disease_codes,BG470,"[""(한방)수면 개시 및 유지 장애[불면증]""]",2363,11836
unique_disease_codes,AD125,"[""(양방)구불결장의 양성 신생물""]",2360,3630
unique_disease_codes,BM2552,"[""(한방)관절통, 위팔"",""(한방)관절통 위팔""]",2348,9266
unique_disease_codes,AM7963,"[""(양방)사지의 통증, 아래팔"",""(양방)사지의 통증 아래팔""]",2348,6057
unique_disease_codes,AT2326,"[""(양방)손목 및 손의 2도 화상 손목"",""(양방)손목 및 손의 2도 화상, 손목"",""""]",2333,7628
unique_disease_codes,AT2422,"[""(양방)발목 및 발을 제외한 엉덩이 및 다리의 2도 화상 아래다리"",""(양방)발목 및 발을 제외한 엉덩이 및 다리의 2도 화상, 아래다리""]",2331,11629
unique_disease_codes,AJ3810,"["""",""(양방)성대의 폴립""]",2331,6927
unique_disease_codes,AR229,"[""(양방)상세불명의 국소적 부기 종괴 및 덩이"",""(양방)상세불명의 국소적 부기, 종괴 및 덩이""]",2326,5726
unique_disease_codes,AD123,"[""(양방)횡행결장의 양성 신생물"",""""]",2317,3517
unique_disease_codes,AT2420,"[""(양방)발목 및 발을 제외한 엉덩이 및 다리의 2도 화상, 대퇴부"",""(양방)발목 및 발을 제외한 엉덩이 및 다리의 2도 화상 대퇴부""]",2315,10764
unique_disease_codes,AN609,"[""(양방)상세불명의 양성 유방형성이상""]",2309,6005
unique_disease_codes,AN930,"[""(양방)성교후 및 접촉 출혈""]",2299,3674
unique_disease_codes,AD290,"["""",""(양방)음경의 양성 신생물""]",2298,5683
unique_disease_codes,AR550,"[""(양방)혈관미주신경성 실신""]",2298,4366
unique_disease_codes,AM5319,"[""(양방)경추상완증후군, 상세불명의 부위"",""(양방)경추상완증후군 상세불명의 부위""]",2294,8868
unique_disease_codes,AH5220,"[""(양방)불규칙난시""]",2273,4060
unique_disease_codes,AE1150,"["""",""(양방)당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 2형 당뇨병(I79.2*)"",""(양방)당뇨병성 말초혈관병증을 동반한 괴저를 동반하지 않는 2형 당뇨병(I79.2*)""]",2272,37157
unique_disease_codes,AN600,"[""(양방)유방의 고립성 낭"",""""]",2268,3256
unique_disease_codes,AK0765,"[""(양방)턱관절의 퇴행성 관절병""]",2260,9839
unique_disease_codes,BM519,"[""(한방)상세불명의 추간판장애""]",2259,11282
unique_disease_codes,BM79160,"[""(한방)근근막통증후군, 아래다리"",""(한방)근근막통증후군 아래다리""]",2258,7718
unique_disease_codes,AE148,"[""(양방)상세불명의 합병증을 동반한 상세불명의 당뇨병""]",2250,22653
unique_disease_codes,AR601,"["""",""(양방)전신부종""]",2247,4506
unique_disease_codes,AM6269,"[""(양방)근육긴장, 상세불명 부분"",""(양방)근육긴장 상세불명 부분""]",2235,4670
unique_disease_codes,AT212,"[""(양방)몸통의 2도 화상""]",2219,9244
unique_disease_codes,AH2592,"[""(양방)상세불명의 노년백내장 양쪽"",""(양방)상세불명의 노년백내장, 양쪽""]",2219,8444
unique_disease_codes,AK0319,"[""(양방)치아의 상세불명 마모"",""""]",2218,3036
unique_disease_codes,AH0208,"[""(양방)기타 및 상세불명의 안검내반"",""""]",2216,7665
unique_disease_codes,AH350,"[""(양방)배경망막병증 및 망막혈관변화""]",2216,5353
unique_disease_codes,AI251,"[""(양방)죽상경화성 심장병""]",2213,13585
unique_disease_codes,AB000,"[""(양방)헤르페스습진""]",2208,4914
unique_disease_codes,AD069,"["""",""(양방)상세불명의 자궁경부의 제자리암종""]",2206,17048
unique_disease_codes,AJ0301,"[""(양방)재발성 연쇄알균편도염""]",2206,6052
unique_disease_codes,AS0150,"[""(양방)입술의 열린상처""]",2200,5520
unique_disease_codes,AK8000,"[""(양방)폐색의 언급이 없는 급성 담낭염을 동반한 담낭의 결석""]",2194,6636
unique_disease_codes,AS62320,"[""(양방)기타 중수골 바닥의 골절 폐쇄성"",""(양방)기타 중수골 바닥의 골절, 폐쇄성""]",2176,12099
unique_disease_codes,BM7965,"[""(한방)사지의 통증 골반 부분 및 대퇴"",""(한방)사지의 통증, 골반 부분 및 대퇴"",""""]",2174,7839
unique_disease_codes,AH908,"[""(양방)전음성 및 감각신경성이 혼합된 상세불명의 청력소실""]",2174,4275
unique_disease_codes,AH4388,"[""(양방)유리체의 기타 장애""]",2173,3770
unique_disease_codes,AK0388,"[""(양방)치아경조직의 기타 명시된 질환""]",2173,2925
unique_disease_codes,AZ3492,"["""",""(양방)상세불명의 정상임신의 관리, 임신 34주 이상 ~ 37주 미만"",""(양방)상세불명의 정상임신의 관리 임신 34주 이상 ~ 37주 미만""]",2171,4720
unique_disease_codes,AO249,"[""(양방)상세불명의 임신중 당뇨병""]",2169,4989
unique_disease_codes,AS8321,"[""(양방)외측반달연골의 찢김""]",2167,11773
unique_disease_codes,BS800,"[""(한방)무릎의 타박상""]",2166,6871
unique_disease_codes,AG580,"[""(양방)늑간신경병증""]",2163,4853
unique_disease_codes,AK053,"[""(양방)만성 치주염"",""""]",2161,2616
unique_disease_codes,AZ3403,"[""(양방)정상최초임신의 관리 임신 37주 이상 ~ 42주 미만"",""(양방)정상최초임신의 관리, 임신 37주 이상 ~ 42주 미만""]",2160,4211
unique_disease_codes,AH2640,"[""(양방)후발백내장, 오른쪽"",""(양방)후발백내장 오른쪽""]",2155,4040
unique_disease_codes,AO209,"[""(양방)초기임신중 상세불명의 출혈""]",2154,3506
unique_disease_codes,AM5482,"[""(양방)기타 등통증 경부"",""(양방)기타 등통증, 경부""]",2150,7044
unique_disease_codes,AS6701,"[""(양방)기타 손가락의 으깸손상""]",2145,7216
unique_disease_codes,AH2641,"[""(양방)후발백내장 왼쪽"",""(양방)후발백내장, 왼쪽""]",2144,3778
unique_disease_codes,AD234,"[""(양방)두피 및 목의 피부의 양성 신생물""]",2138,5736
unique_disease_codes,BS6368,"[""(한방)손가락의 기타 부분의 염좌 및 긴장""]",2132,6475
unique_disease_codes,AF418,"[""(양방)기타 명시된 불안장애""]",2128,11497
unique_disease_codes,AH409,"[""(양방)상세불명의 녹내장""]",2123,12120
unique_disease_codes,AS4309,"[""(양방)어깨의 상세불명 탈구""]",2120,9511
unique_disease_codes,AM1006,"[""(양방)특발성 통풍 아래다리"",""(양방)특발성 통풍, 아래다리""]",2117,11714
unique_disease_codes,AH66001,"[""(양방)자발적 고막파열을 동반하지 않은 급성 화농성 중이염, 양쪽"",""(양방)자발적 고막파열을 동반하지 않은 급성 화농성 중이염 양쪽""]",2114,5097
