category,name,code,patient_count,occurrence_count,first_occurrence,last_occurrence
unique_diseases,(양방)기타 근통 어깨부분,AM79118,5762,15780,20201010,20250630
unique_diseases,(양방)중추기원의 현기증,AH814,5747,13984,20200102,20250709
unique_diseases,(한방)요천추[관절][인대]의 염좌 및 긴장,BS3351,5733,19775,20200102,20250728
unique_diseases,(양방)범불안장애,AF411,5728,34619,20200102,20250728
unique_diseases,(양방)기타 점액화농성 결막염,AH1008,5722,11605,20200101,20250630
unique_diseases,(양방)출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 십이지장궤양,AK269,5719,12859,20200102,20250628
unique_diseases,(양방)치근을 포함한 치관의 파절,AS0256,5705,10119,20200103,20250729
unique_diseases,(양방)상세불명의 통풍 상세불명 부분,AM1099,5686,30505,20201007,20250730
unique_diseases,"(양방)요통, 요천부",AM5457,5673,18500,20200101,20241226
unique_diseases,(양방)좌골신경통을 동반한 요통 요천부,AM5447,5661,23774,20200919,20250729
unique_diseases,(양방)얼굴의 큰종기,AL0202,5661,15881,20200102,20250630
unique_diseases,(양방)상세불명의 관절염 손,AM1394,5651,16997,20201007,20250718
unique_diseases,(양방)급성 귀인두관염,AH6800,5634,13203,20200103,20250703
unique_diseases,(양방)항문루,AK603,5621,37266,20200102,20250812
unique_diseases,(양방)종골비골(인대)의 염좌 및 긴장,AS9341,5621,14390,20200103,20250630
unique_diseases,(양방)아래다리의 기타 부분의 열린상처,AS818,5613,18682,20200101,20250701
unique_diseases,(양방)기타 및 상세불명 고립성 단백뇨,AR808,5585,15997,20200103,20250717
unique_diseases,(양방)기타 물질에 의한 상세불명의 접촉피부염,AL258,5580,13018,20200103,20250630
unique_diseases,(양방)사지의 피부농양,AL0240,5547,15735,20200101,20250718
unique_diseases,(양방)절렬(切裂),AK0044,5545,10360,20200104,20250625
unique_diseases,(한방)발목 삼각(인대)의 염좌 및 긴장,BS9340,5540,17190,20200102,20250703
unique_diseases,(양방)기타 명시된 치핵,AK648,5533,16090,20200103,20250716
unique_diseases,(양방)눈꺼풀의 기타 명시된 염증,AH018,5533,13358,20200102,20250716
unique_diseases,(양방)소화계통의 상세불명의 질환,AK929,5505,11151,20200102,20250708
unique_diseases,(양방)외음가려움,AL292,5501,11922,20200103,20250807
unique_diseases,(양방)유방의 기타 증상 및 징후,AN645,5499,8676,20200424,20250708
unique_diseases,(양방)기타 어깨병변,AM758,5484,18686,20200102,20250624
unique_diseases,(양방)상세불명의 귀인두관염,AH6809,5468,12329,20200102,20250627
unique_diseases,(양방)결절성 가려움발진,AL281,5460,18955,20200102,20250726
unique_diseases,(양방)우상복부통증,AR1010,5451,8748,20200106,20250629
unique_diseases,(양방)기타 우울에피소드,AF328,5436,51916,20200101,20250807
unique_diseases,(양방)계류유산,AO021,5436,16884,20200101,20250731
unique_diseases,(양방)여성 비뇨생식기관의 헤르페스바이러스감염 (N77.0-N77.1*),AA6004,5426,14457,20210102,20250626
unique_diseases,(양방)기타 명시된 턱관절장애,AK0768,5421,12036,20200102,20250621
unique_diseases,(양방)상세불명의 농가진,AL0109,5408,11738,20200102,20250807
unique_diseases,(양방)상세불명의 윤활막염 및 힘줄윤활막염 아래다리,AM6596,5397,15666,20200926,20250721
unique_diseases,(양방)안구내렌즈의 존재,AZ961,5388,25638,20200103,20250718
unique_diseases,(양방)기타 윤활막염 및 힘줄윤활막염 어깨부분,AM6581,5384,18290,20201010,20250801
unique_diseases,(양방)상세불명의 관절증 손,AM1994,5379,15788,20200926,20250708
unique_diseases,(한방)견갑대의 기타 및 상세불명 부분의 염좌 및 긴장,BS437,5355,14881,20200102,20250630
unique_diseases,(양방)견갑대의 기타 및 상세불명 부분의 염좌 및 긴장,AS437,5347,14085,20200102,20250711
unique_diseases,(한방)사지의 통증 아래다리,BM7966,5345,19773,20200925,20250728
unique_diseases,(양방)항문 및 직장의 출혈,AK625,5320,9539,20200106,20250623
unique_diseases,(양방)코 및 비동의 기타 명시된 장애,AJ348,5298,14020,20200102,20250627
unique_diseases,(양방)신경뿌리병증을 동반한 기타 척추증 경부,AM4722,5294,22032,20201006,20250724
unique_diseases,(양방)기타 및 상세불명의 혈뇨,AR318,5294,11015,20200102,20250718
unique_diseases,"(양방)바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",AJ111,5289,8914,20200101,20241231
unique_diseases,(양방)어루러기,AB360,5275,12800,20200102,20250719
unique_diseases,(양방)기타 각막염,AH168,5257,11937,20200207,20250725
unique_diseases,(양방)상세불명의 귀인두관장애,AH699,5228,10137,20200103,20250731
unique_diseases,(양방)근육긴장 어깨부분,AM6261,5204,15202,20200926,20250724
unique_diseases,(양방)손목 및 손의 기타 표재성 손상,AS608,5186,9443,20201109,20250711
unique_diseases,(양방)자연두정태위분만,AO800,5172,6261,20200101,20250707
unique_diseases,(양방)이두근 힘줄염,AM752,5166,16735,20200102,20250628
unique_diseases,(한방)팔꿈치의 상세불명 부분의 염좌 및 긴장,BS5349,5165,18806,20200102,20250806
unique_diseases,(한방)두통,BR51,5138,15916,20200102,20250709
unique_diseases,(약국)호흡기계/기침,C112,5123,10939,20200102,20250723
unique_diseases,(한방)관절통 아래팔,BM2553,5106,15393,20201003,20250708
unique_diseases,(양방)경추통 척추의 여러 부위,AM5420,5105,17124,20201008,20250710
unique_diseases,(양방)귀통증,AH920,5058,8408,20200110,20250630
unique_diseases,(양방)발톱의 손상이 없는 발가락의 열린상처,AS911,5049,13814,20200105,20250630
unique_diseases,(양방)대상포진후신경통(B02.2†),AG530,5019,17860,20200104,20250716
unique_diseases,(양방)이상포도당내성검사,AR730,5017,12672,20200104,20250722
unique_diseases,(양방)상세불명의 관절염 여러 부위,AM1390,5006,12573,20200919,20250630
unique_diseases,(양방)상세불명의 의심되는 질병 또는 병태의 관찰 배제된,AZ039,4999,7551,20200924,20250627
unique_diseases,(양방)기타 원형 탈모증,AL638,4984,28600,20200102,20250726
unique_diseases,(양방)농양을 동반하지 않은 부고환염,AN4590,4982,16310,20200102,20250630
unique_diseases,(양방)돌발성 특발성 청력소실 한쪽,AH9120,4978,21373,20201102,20250717
unique_diseases,(양방)우하복부통증,AR1030,4959,7158,20200101,20250717
unique_diseases,(한방)경추통 상세불명의 부위,BM5429,4958,17269,20200925,20250701
unique_diseases,(양방)상세불명의 턱관절장애,AK0769,4956,10242,20200102,20250624
unique_diseases,"(한방)기타 근통, 어깨부분",BM79118,4953,15910,20200101,20241231
unique_diseases,(양방)입의 연조직염 및 농양,AK122,4944,10413,20200101,20250705
unique_diseases,(양방)기타 명시된 예방적 조치,AZ298,4943,6649,20200102,20250613
unique_diseases,(한방)기타 등통증 경흉추부,BM5483,4942,14423,20200924,20250721
unique_diseases,(양방)상세불명의 관절증 상세불명 부분,AM1999,4934,13978,20201022,20250711
unique_diseases,(양방)외측복사의 골절 폐쇄성,AS8260,4932,33078,20201009,20250711
unique_diseases,"(양방)기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만",AZ3481,4930,19782,20200101,20241231
unique_diseases,(양방)출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위미란,AK2590,4921,9601,20200102,20250731
unique_diseases,(양방)다른 장에서 분류된 질환의 원인으로서의 헬리코박터 파일로리균,AB980,4903,7518,20200104,20250731
unique_diseases,(양방)하부비뇨생식관의 클라미디아감염,AA560,4877,10900,20200101,20250625
unique_diseases,(양방)상세불명의 골부착부병증 어깨부분,AM7791,4857,17174,20200923,20250710
unique_diseases,(양방)기타 손가락의 원위지골 골절 폐쇄성,AS62640,4850,23773,20200922,20250718
unique_diseases,(양방)델타-병원체가 없는 만성 바이러스B형간염 면역관용기,AB1810,4845,36476,20200923,20250721
unique_diseases,(양방)인두의 기타 질환,AJ392,4836,13296,20200102,20250708
unique_diseases,(양방)경도 자궁경부이형성,AN870,4834,15046,20200102,20250621
unique_diseases,(양방)기타 명시된 모낭장애,AL738,4830,15001,20200102,20250618
unique_diseases,(양방)털집낭,AL721,4822,16860,20200102,20250710
unique_diseases,(양방)검사소견의 설명을 위한 상담을 하는 사람,AZ712,4802,5880,20200102,20250626
unique_diseases,"(한방)요통, 요천부",BM5457,4796,16714,20200101,20241224
unique_diseases,(양방)상세불명의 치아우식,AK029,4792,8091,20200101,20250716
unique_diseases,(양방)정신병적 증상이 없는 중증의 우울에피소드,AF322,4785,53798,20200101,20250724
unique_diseases,(양방)유방의 비대,AN62,4776,15197,20200102,20250705
unique_diseases,(양방)현미경적 혈뇨,AR311,4765,11806,20200102,20250729
unique_diseases,(양방)상세불명의 척추증 경부,AM4792,4754,16442,20200922,20250627
unique_diseases,(양방)골절판 및 기타 내부고정장치의 제거를 포함한 추적치료를 위하여 보건서비스와 접하고 있는 사람,AZ470,4744,9247,20200105,20250627
unique_diseases,(양방)남성 비뇨생식기관의 헤르페스바이러스감염(N51.-*),AA6001,4742,18030,20200102,20250628
unique_diseases,(양방)발톱의 손상이 있는 발가락의 열린상처,AS912,4735,12955,20200103,20250723
unique_diseases,(양방)기타 유리체혼탁,AH4338,4727,8429,20200106,20250721
unique_diseases,(양방)상세불명의 건선,AL409,4699,39293,20200102,20250718
unique_diseases,(양방)무배란과 관련된 여성불임,AN970,4699,31268,20200102,20250717
unique_diseases,(양방)기타 요인에서 기원한 여성불임,AN978,4665,37525,20200103,20250724
unique_diseases,(양방)편모충성 외음질염,AA5900,4659,9896,20200104,20250613
unique_diseases,(양방)손목의 관절주위염,AM772,4657,13966,20200102,20250729
unique_diseases,(양방)상세불명의 정상임신의 관리 임신 22주 미만,AZ3490,4622,17706,20200922,20250626
unique_diseases,(양방)기타 경추간판장애,AM508,4618,18128,20200103,20250725
unique_diseases,(한방)상세불명의 상복부통증,BR1019,4616,12466,20200102,20250630
unique_diseases,(양방)특발성 통풍 여러 부위,AM1000,4611,27034,20200921,20250723
unique_diseases,(양방)원시,AH520,4604,7666,20200108,20250707
unique_diseases,(양방)사지의 종기,AL0241,4594,11544,20200102,20250627
unique_diseases,(양방)관절통 상세불명 부분,AM2559,4586,9805,20201003,20250627
unique_diseases,(양방)눈물샘의 기타 장애,AH0418,4583,10806,20200103,20250707
unique_diseases,(양방)안검내반이 없는 속눈썹증,AH0204,4578,14483,20200102,20250724
unique_diseases,(양방)(울혈성) 심부전이 없는 고혈압성 심장병,AI119,4571,41484,20200102,20250722
unique_diseases,(양방)만성 후두기관염,AJ371,4571,10817,20200102,20250626
unique_diseases,(양방)기분저하증,AF341,4566,53983,20200102,20250729
unique_diseases,(양방)기타 만성 방광염,AN302,4566,14004,20200103,20250626
unique_diseases,(양방)엉덩이의 타박상,AS700,4566,8555,20200102,20250705
unique_diseases,(양방)기타 가려움,AL298,4562,10292,20200102,20250812
unique_diseases,(양방)상세불명의 급성 치주염,AK0529,4525,7882,20200102,20250614
unique_diseases,(한방)경추통 척추의 여러 부위,BM5420,4505,15832,20200922,20250726
unique_diseases,(양방)위 및 십이지장의 폴립,AK317,4458,8741,20200108,20250717
unique_diseases,(양방)상세불명의 불균형에 대한 산모관리,AO339,4449,5721,20200103,20250622
unique_diseases,(양방)확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,AJ09,4396,7100,20200101,20250503
unique_diseases,(한방)어깨의 유착성 관절낭염,BM750,4395,20309,20200102,20250724
unique_diseases,"(양방)관절통, 발목 및 발",AM2557,4384,11092,20200102,20241230
unique_diseases,(양방)상세불명의 비기질성 수면장애,AF519,4376,32763,20200102,20250721
unique_diseases,(양방)손목 및 손의 다발성 열린상처,AS617,4358,12923,20200104,20250709
unique_diseases,(양방)비골의 골절 폐쇄성,AS0220,4342,14328,20200923,20250725
unique_diseases,(양방)목의 기타 및 상세불명 부분의 관절 및 인대의 염좌 및 긴장,AS136,4336,11601,20200102,20250628
unique_diseases,(양방)기타 손가락의 중지골 골절 폐쇄성,AS62630,4334,18979,20201203,20250630
unique_diseases,(양방)치아의 상세불명 파절,AS0259,4329,7035,20200101,20250630
unique_diseases,(양방)몸통의 피부농양,AL0220,4326,13694,20200102,20250702
unique_diseases,(양방)중수지골 및 지골간 관절에서 손가락인대의 외상성 파열,AS634,4322,15147,20200102,20250620
unique_diseases,(양방)근육긴장 기타 부분,AM6268,4321,10271,20200923,20250731
unique_diseases,(양방)헤르페스바이러스 치은구내염 및 인두편도염,AB002,4319,7902,20200101,20250721
unique_diseases,(양방)저작근장애,AK0766,4305,11138,20200103,20250630
unique_diseases,(양방)흉추통증 흉추부,AM5464,4298,11472,20201027,20250627
unique_diseases,(양방)출혈 또는 천공이 없는 만성 십이지장궤양,AK267,4278,9256,20200103,20250627
unique_diseases,(한방)관절통 발목 및 발,BM2557,4277,14039,20201127,20250704
unique_diseases,(양방)기타 명시된 불규칙월경,AN925,4267,7194,20200102,20250731
unique_diseases,(양방)정상최초임신의 관리 임신 22주 이상 ~ 34주 미만,AZ3401,4265,13748,20201027,20250630
unique_diseases,(양방)근통 여러 부위,AM7910,4244,5608,20201016,20250706
unique_diseases,(양방)상세불명의 만성 치은염,AK0519,4242,5400,20200103,20250624
unique_diseases,(양방)상세불명의 관절증 발목 및 발,AM1997,4241,12656,20201118,20250707
unique_diseases,(양방)순수 고글리세라이드혈증,AE781,4236,15913,20200103,20250716
unique_diseases,(양방)근근막통증후군 골반 부분 및 대퇴,AM79150,4211,13283,20200929,20250627
unique_diseases,(양방)무릎의 상세불명의 내부장애 상세불명의 연골 또는 인대,AM2399,4207,11762,20200918,20250724
unique_diseases,(양방)기타 철결핍빈혈,AD508,4204,10917,20200102,20250731
unique_diseases,(양방)기타 명시된 장감염,AA085,4195,8028,20200102,20250714
unique_diseases,(한방)요통 흉요추부,BM5455,4186,13259,20200929,20250629
unique_diseases,(양방)불규칙치조돌기,AK0881,4178,8641,20200104,20250807
unique_diseases,(양방)급성 스트레스반응,AF430,4177,18069,20200102,20250721
unique_diseases,(양방)육안적 혈뇨,AR310,4167,10513,20200108,20250628
unique_diseases,(양방)상세불명의 세균감염,AA499,4164,9478,20200102,20250702
unique_diseases,(한방)손가락의 상세불명 부분의 염좌 및 긴장,BS6369,4160,12693,20200101,20250630
unique_diseases,(양방)달리 분류된 감염성 및 기생충성 질환에서의 질염 외음염 또는 외음질염,AN771,4158,9732,20200926,20250725
unique_diseases,(한방)상세불명의 등통증 요추부,BM5496,4133,15417,20200925,20250719
unique_diseases,(양방)출혈 또는 천공이없는 만성 위궤양,AK2571,4128,10419,20200107,20250715
unique_diseases,(양방)급성 항문열창,AK600,4118,8491,20200102,20250704
unique_diseases,(양방)기타 피부병의 농가진화,AL011,4104,8971,20200102,20250721
unique_diseases,(양방)고립성 폐결절,AJ9840,4103,8123,20200107,20250630
unique_diseases,(양방)기침(이)형천식,AJ4500,4095,11680,20200102,20250628
unique_diseases,(양방)결절종 손,AM6744,4095,9085,20201020,20250721
unique_diseases,(양방)폐색의 언급이 없는 담낭염이 없는 담낭의 결석,AK8020,4087,13008,20200102,20250716
unique_diseases,(양방)관절통 기타 부분,AM2558,4074,9062,20200919,20250728
unique_diseases,(한방)발바닥근막성 섬유종증,BM722,4067,15949,20200102,20250729
unique_diseases,(양방)상세불명의 화농성 중이염 한쪽 또는 상세불명,AH6640,4063,11974,20201117,20250628
unique_diseases,(양방)구토,AR112,4060,6530,20200103,20250714
unique_diseases,(양방)미만성 고이터를 동반한 갑상선독증,AE050,4035,52764,20200102,20250719
unique_diseases,"(양방)기타 명시된 내부 인공삽입장치, 삽입물 및 이식편의 기계적 합병증",AT856,4028,5073,20200102,20241230
unique_diseases,(양방)기타 관절의 원발성 관절증 손,AM1904,4012,13017,20200928,20250716
unique_diseases,"(양방)관절통, 아래다리",AM2556,4011,10558,20200101,20241228
unique_diseases,"(양방)기타 정상임신의 관리, 임신 34주 이상 ~ 37주 미만",AZ3482,4004,9841,20200102,20241230
unique_diseases,(한방)기타 등통증 흉추부,BM5484,4001,9462,20200918,20250705
unique_diseases,(양방)아래팔의 기타 부분의 열린상처,AS518,3983,11421,20200102,20250710
unique_diseases,(양방)상세불명의 관절증 어깨부분,AM1991,3978,13955,20201010,20250804
unique_diseases,(양방)유방의 상세불명 장애,AN649,3965,7755,20200106,20250707
unique_diseases,(양방)이상가래,AR093,3957,7626,20200102,20250624
unique_diseases,(양방)상세불명 유방의 양성 신생물 상세불명 쪽,AD2499,3950,10318,20201005,20250630
unique_diseases,(양방)파열되지 않은 대뇌동맥류,AI671,3922,19433,20200102,20250811
unique_diseases,(양방)기타 명시된 특수검사,AZ018,3918,4464,20200117,20250529
unique_diseases,(양방)원발성 월경통,AN944,3916,7452,20200102,20250627
unique_diseases,(양방)발톱의 손상이 있는 발가락의 타박상,AS902,3915,8174,20200102,20250706
unique_diseases,(양방)흉부의 기타 및 상세불명 부분의 염좌 및 긴장,AS235,3912,6929,20200103,20250628
unique_diseases,(한방)근육긴장 골반 부분 및 대퇴,BM6265,3898,14720,20201026,20250702
unique_diseases,(양방)난소의 양성 신생물 오른쪽,AD270,3895,8583,20200928,20250709
unique_diseases,(양방)기타 명시된 전신 증상 및 징후,AR688,3891,5761,20200102,20250709
unique_diseases,(양방)상세불명의 떨림,AR251,3883,10456,20200114,20250708
unique_diseases,(양방)혼합형 과민대장증후군 [IBS-M],AK583,3883,7350,20210102,20250624
unique_diseases,(한방)사지의 통증 아래팔,BM7963,3881,11699,20200929,20250731
unique_diseases,(양방)아래다리의 기타 표재성 손상,AS808,3876,8915,20210102,20250702
unique_diseases,(양방)눈꺼풀 및 눈주위의 타박상,AS001,3869,6220,20200103,20250621
unique_diseases,(양방)출혈 또는 천공이 없는 급성 십이지장궤양,AK263,3867,9839,20200103,20250731
unique_diseases,(한방)기타 어깨병변,BM758,3845,13973,20200106,20250630
unique_diseases,(양방)상세불명의 심장부정맥,AI499,3829,9270,20200102,20250802
unique_diseases,(양방)발목 및 발의 2도 화상,AT252,3828,19293,20200101,20250730
unique_diseases,(양방)기타 명시된 갑상선기능저하증,AE038,3821,28920,20200102,20250814
unique_diseases,(양방)만성 증식성 치은염,AK0511,3805,5385,20200102,20250628
unique_diseases,(양방)근육긴장 골반 부분 및 대퇴,AM6265,3799,10130,20200926,20250702
unique_diseases,(양방)상세불명의 치수염,AK0409,3799,8571,20200102,20250630
unique_diseases,(양방)선택적 제왕절개에 의한 분만,AO820,3792,4699,20200102,20250627
unique_diseases,"(한방)근육긴장, 기타 부분",BM6268,3784,11144,20200101,20241227
unique_diseases,(양방)임신중 생긴 당뇨병,AO244,3780,14112,20200102,20250705
unique_diseases,(양방)고관절의 기타 명시된 부위의 염좌 및 긴장,AS7318,3771,9595,20200104,20250623
unique_diseases,(양방)상세불명의 양성 지방종성 신생물,AD179,3750,10909,20200102,20250723
unique_diseases,(양방)상세불명의 급성 치은염,AK0509,3743,5726,20200102,20250630
unique_diseases,(양방)점액화농성 만성 기관지염,AJ411,3730,8905,20200102,20250630
unique_diseases,(양방)연쇄알균에 의한 급성 기관지염,AJ202,3726,10617,20200103,20250619
unique_diseases,(양방)잠복결핵,AZ227,3721,16637,20210102,20250701
unique_diseases,(양방)내측측부인대의 염좌 및 긴장,AS8341,3718,11674,20200102,20250708
unique_diseases,(양방)상세불명의 폐경 및 폐경전후 장애,AN959,3716,20684,20200104,20250702
unique_diseases,(양방)상세불명의 매복치,AK0119,3714,10222,20200102,20250630
unique_diseases,(한방)좌골신경통을 동반한 요통 요추부,BM5446,3712,17229,20200919,20250726
unique_diseases,(양방)시험관수정,AZ312,3710,57335,20200102,20250726
unique_diseases,(양방)전정신경세포염,AH812,3706,10449,20200102,20250813
unique_diseases,(양방)기타 근통 아래다리,AM79168,3678,8889,20201010,20250630
unique_diseases,(한방)사지의 통증 발목 및 발,BM7967,3670,11796,20200926,20250725
unique_diseases,(양방)신장의 결석,AN200,3667,12234,20200102,20250712
unique_diseases,(양방)병감 및 피로,AR53,3650,5391,20200104,20250715
unique_diseases,(양방)상세불명의 등통증 요추부,AM5496,3646,11894,20200925,20250728
unique_diseases,(양방)만성 사골동염,AJ322,3639,12332,20200103,20250730
unique_diseases,(양방)기타 명시된 병원체에 의한 급성 기관지염,AJ2088,3616,8214,20200101,20250730
unique_diseases,(양방)상세불명의 황반변성,AH3539,3609,13631,20200109,20250723
unique_diseases,(양방)달리 분류되지 않은 혈관성 두통,AG441,3605,10189,20200103,20250702
unique_diseases,(양방)관절통 위팔,AM2552,3592,10410,20201106,20250722
unique_diseases,(양방)폐색의 언급이 없는 기타 담낭염을 동반한 담낭의 결석,AK8010,3591,12265,20200101,20250716
unique_diseases,(양방)결절종 아래팔,AM6743,3589,9389,20200924,20250716
unique_diseases,(양방)벨마비,AG510,3582,25258,20200101,20250731
unique_diseases,(한방)팔꿈치의 기타 부분의 염좌 및 긴장,BS5348,3581,13027,20200102,20250711
unique_diseases,(양방)기타 명시된 상담을 위해 보건서비스와 접하고 있는 사람,AZ718,3580,4945,20200103,20250630
unique_diseases,(양방)절박유산,AO200,3579,7040,20200103,20250610
unique_diseases,(한방)기타 근통 아래팔,BM79138,3577,10219,20200923,20250714
unique_diseases,(양방)피부의 지각이상,AR202,3571,7461,20200107,20250705
unique_diseases,(양방)난소의 양성 신생물 왼쪽,AD271,3562,8165,20201008,20250627
unique_diseases,(양방)전립선의 상세불명의 염증성 질환,AN419,3559,12404,20200103,20250823
unique_diseases,(양방)제1늑골을 침범하지 않은 다발골절 폐쇄성,AS22460,3543,10275,20210102,20250710
unique_diseases,(한방)기타 근통 골반 부분 및 대퇴,BM79158,3530,11091,20201026,20250707
unique_diseases,"(양방)요통, 상세불명의 부위",AM5459,3506,9267,20200102,20241231
unique_diseases,(양방)피부묘기성 두드러기,AL503,3499,16413,20200102,20250715
unique_diseases,(양방)상세불명의 윤활막염 및 힘줄윤활막염 어깨부분,AM6591,3491,11536,20200919,20250626
unique_diseases,"(양방)기타 윤활막염 및 힘줄윤활막염, 아래팔",AM6583,3490,9999,20200102,20241217
unique_diseases,(양방)사지의 통증 발목 및 발,AM7967,3489,7545,20200930,20250712
unique_diseases,(양방)재발성으로 명시되어 있지 않은 급성 사골동염,AJ0120,3475,8448,20200102,20250719
unique_diseases,(양방)기타 근통 골반 부분 및 대퇴,AM79158,3467,8663,20201026,20250630
unique_diseases,(양방)노년시,AH524,3463,5387,20200103,20250620
unique_diseases,(양방)혈당조절이 되지 않은 2형 당뇨병,AE1164,3456,30646,20200103,20250723
unique_diseases,(양방)석회성 힘줄염 어깨부분,AM6521,3444,17981,20201007,20250711
unique_diseases,(한방)긴장형두통,BG442,3443,12012,20200102,20250630
unique_diseases,(양방)서행성 변비,AK5900,3433,8210,20200102,20250711
unique_diseases,"(양방)기타 윤활막염 및 힘줄윤활막염, 발목 및 발",AM6587,3427,8539,20200102,20241227
unique_diseases,(양방)유착,AK0022,3418,6634,20200103,20250630
unique_diseases,(양방)사지의 통증 아래다리,AM7966,3386,7263,20201109,20250705
unique_diseases,(양방)불명열[FUO],AR5090,3383,5755,20210101,20250723
unique_diseases,(양방)지질단백대사의 상세불명 장애,AE789,3377,10905,20200103,20250702
unique_diseases,(양방)재발성 기타 급성 부비동염,AJ0181,3366,8430,20200102,20250718
unique_diseases,(양방)난소의 자궁내막증,AN801,3342,19961,20200102,20250725
unique_diseases,(양방)국소부종,AR600,3338,6891,20200110,20250704
unique_diseases,(양방)상세불명의 자궁의 염증성 질환,AN719,3326,8005,20200102,20250626
unique_diseases,(양방)방광의 기타 신경근육기능장애,AN318,3320,11553,20200103,20250728
unique_diseases,(양방)척추협착 경부,AM4802,3315,12687,20201210,20250711
unique_diseases,(양방)급성 타액선염,AK1120,3303,6735,20200103,20250623
unique_diseases,(양방)두피의 표재성 손상,AS000,3297,4972,20200213,20250630
unique_diseases,(양방)코의 표재성 손상,AS003,3295,4836,20200304,20250620
unique_diseases,(양방)상세불명의 다발관절염,AM130,3280,8801,20200102,20250628
unique_diseases,(양방)기타 윤활막염 및 힘줄윤활막염 골반 부분 및 대퇴,AM6585,3271,9449,20200925,20250628
unique_diseases,(양방)출혈 또는 천공이 없는 급성 위미란,AK2530,3267,6845,20200102,20250624
unique_diseases,(한방)상세불명의 무릎관절증,BM179,3264,14844,20200102,20250627
unique_diseases,(양방)견쇄관절의 염좌 및 긴장,AS435,3261,8849,20200102,20250703
unique_diseases,(양방)상세불명의 관절증 아래다리,AM1996,3259,10276,20201105,20250725
unique_diseases,(양방)장미색잔비늘증(비강진),AL42,3258,8755,20200103,20250626
unique_diseases,(양방)상세불명의 청력소실 상세불명 쪽,AH9199,3257,7205,20200928,20250722
unique_diseases,(양방)과다환기,AR064,3255,4111,20200101,20250626
unique_diseases,(양방)근육긴장 아래다리,AM6266,3254,7440,20201023,20250712
unique_diseases,(한방)근근막통증후군 기타 부분,BM79180,3243,10360,20200928,20250627
unique_diseases,(양방)대퇴의 타박상,AS701,3243,6620,20200103,20250730
unique_diseases,(양방)안구 및 안와조직의 타박상,AS051,3238,6200,20200101,20250630
unique_diseases,(양방)경추상완증후군 경흉추부,AM5313,3235,11631,20200928,20250627
unique_diseases,(양방)상세불명의 뇌경색증,AI639,3230,42995,20200101,20250813
unique_diseases,(양방)상세불명의 항문생식기의 헤르페스바이러스감염,AA609,3229,9535,20200108,20250626
unique_diseases,"(한방)경추통, 경흉추부",BM5423,3228,10279,20200101,20241231
unique_diseases,(양방)몸통의 피부의 양성 신생물,AD235,3226,10686,20200102,20250630
unique_diseases,(양방)어깨의 회전근개의 근육 및 힘줄의 손상 기타 및 상세불명의 손상,AS4608,3225,16048,20200916,20250728
unique_diseases,(양방)요골수근골(관절)(인대)의 염좌 및 긴장,AS6351,3220,8381,20200103,20250628
unique_diseases,(양방)얼굴의 기타 및 상세불명 부분의 피부의 양성 신생물,AD233,3219,7522,20200106,20250625
unique_diseases,(양방)연골늑골접합부증후군[티체],AM940,3216,5623,20200106,20250625
unique_diseases,(양방)상세불명의 코로나-19 이후 병태,AU099,3200,5810,20210119,20250219
unique_diseases,(양방)상세불명의 청력소실 한쪽,AH9190,3197,7487,20201203,20250718
unique_diseases,(양방)정지된 치아우식,AK023,3194,3735,20200102,20250616
unique_diseases,(양방)기타 만성 화농성 중이염 한쪽 또는 상세불명,AH6630,3187,12617,20200925,20250714
unique_diseases,(양방)턱의 염좌 및 긴장,AS034,3179,5502,20200102,20250616
unique_diseases,(양방)오래된 찢김 또는 손상으로 인한 반달연골의 장애 내측반달연골,AM2321,3176,15716,20200929,20250626
unique_diseases,(양방)난소의 양성 신생물 상세불명 쪽,AD279,3176,8583,20201204,20250701
unique_diseases,(양방)귀두포피염,AN481,3170,6559,20200101,20250704
unique_diseases,(양방)심혈관기능검사의 이상결과,AR943,3165,5401,20200103,20250702
unique_diseases,(양방)손톱의 손상이 있는 손가락의 타박상,AS601,3156,6413,20200104,20250630
unique_diseases,(양방)확인된 임신,AZ321,3148,6985,20200102,20250722
unique_diseases,(양방)사지의 통증 상세불명 부분,AM7969,3147,5971,20201027,20250727
unique_diseases,(한방)상세불명의 알레르기비염,BJ304,3145,13414,20200102,20250723
unique_diseases,(양방)국소복막염을 동반한 급성 충수염,AK353,3137,8302,20200101,20250702
unique_diseases,(양방)신경무력증,AF480,3135,5639,20200108,20250626
unique_diseases,(양방)기타 명시된 여성골반염증질환,AN738,3132,7722,20200103,20250625
unique_diseases,(양방)상세불명의 여드름,AL709,3129,7879,20200107,20250621
unique_diseases,(양방)만성 장액성 중이염 한쪽 또는 상세불명,AH6520,3127,9024,20200918,20250719
unique_diseases,(양방)옆구리 통증,AR1044,3120,4774,20210103,20250714
unique_diseases,(양방)출혈 또는 천공이 없는 급성 상세불명 부위의 소화성 궤양,AK273,3105,7427,20200104,20250630
unique_diseases,"(양방)기타 윤활막염 및 힘줄윤활막염, 손",AM6584,3098,8000,20200102,20241230
